Branch,Visit Id,Visit Date Time,Visit Score,Recommend Score,Comments
FC Cardiff,20931207,2026-04-24 19:00:00,92.7,8.0,"Few issues with the food mainly the wait time and that we were given chicken wings and told it was cauliflower wings meaning two vegetarians ate it. however despite this, the staff were amazing and rectified the situation very quickly."
FC Cardiff,20931207,2026-04-24 19:00:00,92.7,8.0,Lovely atmosphere
FC Cardiff,20931832,2026-04-25 12:40:00,100.0,,""
FC Cardiff,20932413,2026-04-25 16:00:00,97.6,9.0,""
FC Cardiff,20932413,2026-04-25 16:00:00,97.6,9.0,Previously attended an event here.
FC Cardiff,20932413,2026-04-25 16:00:00,97.6,9.0,They exceeded our expectations and went above and beyond to improve our experience. We were given free pizza and extra time which made my brothers birthday celebrations perfect
FC Cardiff,20932413,2026-04-25 16:00:00,97.6,9.0,Tom
FC Cardiff,20932413,2026-04-25 16:00:00,97.6,9.0,Was great from start to finish
FC Cardiff,20935049,2026-04-25 21:36:00,100.0,,Fun for all levels. Great place. Fantastic roof bar following the games.
FC Cardiff,20944293,2026-04-25 18:00:00,97.6,10.0,""
FC Cardiff,20944293,2026-04-25 18:00:00,97.6,10.0,"Just being very attentive to us, nothing was too bother and kept checking in that we were all good for our hen party"
FC Cardiff,20944293,2026-04-25 18:00:00,97.6,10.0,Lydia
FC Cardiff,20944293,2026-04-25 18:00:00,97.6,10.0,"Lydia was absolutely amazing, really attentive to us as a group!"
FC Cardiff,20944299,2026-04-26 11:30:00,100.0,10.0,""
FC Cardiff,20944299,2026-04-26 11:30:00,100.0,10.0,Alys
FC Cardiff,20944299,2026-04-26 11:30:00,100.0,10.0,Charismatic
FC Cardiff,20944299,2026-04-26 11:30:00,100.0,10.0,Darts darts darts !!
FC Cardiff,20944327,2026-04-24 18:00:00,100.0,10.0,""
FC Cardiff,20944327,2026-04-24 18:00:00,100.0,10.0,Accidentally double booked but the team sorted this issue out right away !
FC Cardiff,20944327,2026-04-24 18:00:00,100.0,10.0,Alys
FC Cardiff,20944327,2026-04-24 18:00:00,100.0,10.0,Lovely receptionist. We were new to this whole interactive darts thing but she was so patient and walked us through everything with a smile
FC Cardiff,20944339,2026-04-25 17:00:00,100.0,10.0,""
FC Cardiff,20944339,2026-04-25 17:00:00,100.0,10.0,Alys
FC Cardiff,20944339,2026-04-25 17:00:00,100.0,10.0,BRUNCH WAS SO GOOD
FC Cardiff,20944339,2026-04-25 17:00:00,100.0,10.0,Loaded us with pizzas and exceptional service
FC Cardiff,20945671,2026-04-25 19:00:00,100.0,10.0,""
FC Cardiff,20945671,2026-04-25 19:00:00,100.0,10.0,All the above
FC Cardiff,20945671,2026-04-25 19:00:00,100.0,10.0,Booked table on the rooftop terrace for my daughters 21st birthday and then a game session afterwards.All the group enjoyed themselves and would all visit again.
FC Cardiff,20945675,2026-04-26 11:30:00,100.0,10.0,""
FC Cardiff,20945675,2026-04-26 11:30:00,100.0,10.0,The whole experience in general
FC Cardiff,20945675,2026-04-26 11:30:00,100.0,10.0,We had a great time as a couple on our date day. We will definitely be back!
FC Cardiff,20946150,2026-04-26 15:03:00,100.0,,""
FC Cardiff,20946529,2026-04-25 20:30:00,87.8,9.0,""
FC Cardiff,20946529,2026-04-25 20:30:00,87.8,9.0,Lovely venue sitting on the roof terraceOur waiter was really friendly and helpful.... he us a credit to you.
FC Cardiff,20946529,2026-04-25 20:30:00,87.8,9.0,My prosecco was warm dispite trying 2 different bars.
FC Cardiff,20946529,2026-04-25 20:30:00,87.8,9.0,"Our waiter who is always happy, helpful and friendly."
FC Cardiff,20946529,2026-04-25 20:30:00,87.8,9.0,Unfortunately don't know.
FC Cardiff,20946627,2026-04-25 11:30:00,100.0,10.0,""
FC Cardiff,20946627,2026-04-25 11:30:00,100.0,10.0,Excellent
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,All the plates were clean.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"Although our server did not explain the QR code on the bill, she did hand me a feedback card with her name on it and a QR code to give feedback."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"Apparently, the till wasn't set up to handle the new lunch menu, so the bill didn't reflect all the items entirely accurately, but it was quite close. When we ordered a coffee after the meal, we weren't charged for that as we had waited so long for our food."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,Everything appeared to be very clean and tidy throughout the restaurant area.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,I asked if the cauliflower sticks were very spicy. She answered the question with confidence and said the sauce was mildly spicy but not too hot.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"I expected good service and good food. Unfortunately, these expectations were not completely met on this visit. The service was good, personable and friendly, but the quality of the food was disappointing and the delay in serving was not acceptable given that there was only one other area in use."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,I think the quality and pricing structure of the food could be improved. The new menu seems quite limited in scope. The timing of food service is definitely something that could be improved.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"I was thanked for paying. As the payment was taken before the food arrived, it would not have been appropriate at that point to say she hoped to see us again."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,I would be reluctant to recommend Flight Club as a place to eat out. The pace of food service was not appropriate given the level of trade. The range of the menu seems to be reduced and there only appears to be one vegan dish available. The price of the dishes we ordered seemed very expensive given the portion size and quality of the ingredients. Even the lunch menu of tacos does not seem to be competitively priced. The saving grace was the personable service.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,Jade looked very smart and well-presented in her Flight Club uniform.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,Jade really did seem to do her best despite the problems in the kitchen. She was genuinely apologetic and had a friendly disposition. She waived the cost of the coffee at the end of the meal.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"Jade was very engaging, she had a genuine and friendly manner. She was personable and sincerely apologetic regarding the delay in service."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"Jade, our server, was by the door when we left and gave us a genuine and warm farewell."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,My dishes were served first and separately.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,Our server asked if I had checked the bill was correct and was ready to pay the bill. She had the card reader in her hand at that point.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,Our server asked me to use the QR code on the menu to check that the food I was ordering did not contain any shellfish.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,Our server seemed confident in explaining the allergen matrix and also explained that there could be cross-contamination in the kitchen.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"Our server, Jade, asked if we would like any sauces. We asked for ketchup and mayonnaise, which were brought to the table promptly. She also asked if we would like any more drinks."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"Our server, Jade, checked back at 13:27, before the last two dishes had been served. She asked if everything was good with our food and if there was anything else we needed. She seemed to be very genuine. She was about 5 ft 4 ins tall with mid-length, dark brown hair tied up in a bun at the back. She wore glasses and was looking smart in the Flight Club uniform."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,The bill was presented in a folder.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,The coat hooks were pointed out to us.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,The dishes that I had ordered were clearly pointed out to me.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,The drinks order was repeated back to us.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"The exterior of Flight Club looked clean, tidy and well-presented. There was one A-board by the entrance advertising the taco lunch deal. The outside seating area was clean and well-maintained. The windows appeared to be clean and smear-free. The signage looked to be in good condition."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"The female team member, who we later discovered was called Jade, made good eye contact and smiled. She asked if we would like a table for four and asked if we wanted to have a drink or eat and if we wanted to play darts. She had a sincere manner."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"The food and drink menus were on the table, and we were also handed four lunch menus."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,The food order was correct.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"The food order was placed at 12.46 and the first dish was served at 12.23. The last 2 dishes were served at 12.30. A wait of 37 minutes for the first dishes and 44 minutes in total for all the dishes to be served seemed excessive. Our server was very apologetic and approached the table at 13.09, 13.12 and 13.21 to apologise for the delay, saying that it was because it was a new menu."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,The food was served at the appropriate temperature.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"The ginger beer was served in a bottle with a clean glass and ice. It had a very good flavour and was served cold. The orange juice was served in a clean glass with ice. The temperature was good, and the flavour was acceptable. The Amstel beer was served in a clean unbranded half-pint glass. It was served cold and had a fresh flavour. The coffee was served hot, presented well and had a good, rich flavour."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"The men's and the ladies' toilets were visited. Both were well-stocked, clean and tidy. There was one hand dryer in the ladies' toilets which was not working."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"The music was playing at a suitable level to enable conversation. There was a good mix of tracks. The temperature was appropriate, and the lighting was good."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,The only person we engaged with on this visit was Jade. We did not see any examples of teamwork on this visit.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,The order was repeated back to me for confirmation.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,The order was taken at 12:46 and the drinks were delivered to the table at 12:58. A wait of 12 minutes seemed like a long time to wait for a fairly simple drinks order when the venue was not busy.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"The portion size of the steak tacos and the corn and mushroom tacos was very small. They were reasonably well presented in a small taco stand on a larger plate. The accompanying fries were served in grey bowls. The cauliflower wings consisted of six small florets of cauliflower, lightly sprinkled with Parmesan and served with a dip. The cauliflower sticks consisted of six small florets on two skewers, served with a red dip. The truffle fries were served on a plate and garnished with a sauce and Parmesan. The pizza looked quite large but was very thin. It was garnished with a basil-flavoured oil. The presentation overall was acceptable, but in order to have been considered excellent, I would have expected larger portion servings, a thicker pizza base with more generous toppings and a more appetising level of presentation."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"The quality and quantity of the food that was served was disappointing, especially given the prices charged. The cauliflower wings cost £9 for six small florets and a small bland dip. The skewers were also £9 for the same size portion. The pizza, at £17, was very thin and lacked a good level of toppings. The tacos, even as part of a lunch deal, were disappointingly small. In my opinion, this lunch visit, costing £82, did not represent value for money."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"The service from Jade was attentive and friendly. She made three separate apologies regarding the delay in food service. However, the drinks order did take quite a while to be served."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"The steak tacos had a good flavour combination, but it was a very small portion size. The corn and mushroom tacos were served cold and had a bland taste. The texture of the mushrooms was quite slimy and did not have a fresh taste. The accompanying fries were served hot and tasted crisp. The cauliflower wings were disappointing. The portion size was very small, the batter was crisp, but the cauliflower was bland and the dip lacked any discernible flavour. The texture of the cauliflower was very firm. The cauliflower sticks consisted of six small florets, the batter was crisp, the flavour of the cauliflower and the dip was bland. The truffle fries were garnished with a sauce that looked like it had been squeezed out of a bottle. However, the flavour was quite good and the texture of the fries was crisp. The pizza crust was very thin and did not appear to be properly cooked in the middle, it was quite floppy in texture. The taste of the mozzarella was good, but there was not enough topping."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,The table was completely cleared when we had finished.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"The tankard was delivered to the table two minutes before the drinks were served, twenty-seven minutes before the food was served."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,The whole order was read back to us when we had all finished ordering.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"We did not complain about the delay in food service, mainly because our server approached the table three times to apologise."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,We were asked if we wanted to order more drinks five times during the visit.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"We were given a choice of tables and sat in the back at first. However, there was someone at the next table working on a laptop and making video calls, so we decided to move tables and then sat at the front of the restaurant near the entrance. There was no delay in being seated."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"We were greeted as we entered by a female team member who walked towards us from the reception desk, which was halfway down the restaurant. She was about 5 ft 4 ins tall with mid-length, dark brown hair tied up in a bun at the back. She wore glasses and was looking smart in the Flight Club uniform."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,We were offered drinks within three minutes of being seated but asked for more time to think about the food and drinks order. The drinks were ordered at the same time as the food order. This was ten minutes after we had been seated and felt appropriate for our needs.
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"We were told the tandoori chicken and the tandoori fries were unavailable before we ordered. When someone ordered a Coke Zero, our server said she needed to check as she thought they had run out. There was not any Coke Zero available."
FC Cheltenham,20334852,2026-04-20 12:30:00,86.4,3.0,"When the food order was being taken, we were asked about allergies. I said I had an allergy to shellfish."
FC Cheltenham,20874290,2026-04-20 20:30:00,100.0,10.0,""
FC Cheltenham,20874290,2026-04-20 20:30:00,100.0,10.0,Bekah
FC Cheltenham,20874290,2026-04-20 20:30:00,100.0,10.0,Just had a really good time. Atmosphere was great and the bar staff and Bekah were very friendly and great with their service!!
FC Cheltenham,20874290,2026-04-20 20:30:00,100.0,10.0,She was really friendly and made our experience very enjoyable and smooth
FC Cheltenham,20897464,2026-04-22 20:00:00,97.6,10.0,""
FC Cheltenham,20897464,2026-04-22 20:00:00,97.6,10.0,"Just a beautiful human being, super kind and hospitable throughout our evening!"
FC Cheltenham,20897464,2026-04-22 20:00:00,97.6,10.0,Ryan-lee
FC Cheltenham,20897464,2026-04-22 20:00:00,97.6,10.0,Wonderful staff
FC Cheltenham,20897470,2026-04-22 20:30:00,100.0,10.0,""
FC Cheltenham,20897470,2026-04-22 20:30:00,100.0,10.0,"Came here for my birthday, great fun we’re definitely come again. We’ll always recommend."
FC Cheltenham,20897470,2026-04-22 20:30:00,100.0,10.0,I’ve been here before
FC Cheltenham,20897470,2026-04-22 20:30:00,100.0,10.0,Ryan Lee is a really positive member of the team x would definitely come again
FC Cheltenham,20897470,2026-04-22 20:30:00,100.0,10.0,Ryan-lee
FC Cheltenham,20897470,2026-04-22 20:30:00,100.0,10.0,Such a positive member of the team really friendly really helpful and helped explain how the console worked
FC Cheltenham,20897476,2026-04-22 20:00:00,75.6,8.0,""
FC Cheltenham,20897476,2026-04-22 20:00:00,75.6,8.0,I’ve been before
FC Cheltenham,20897476,2026-04-22 20:00:00,75.6,8.0,"Really nice evening, not too loud or busy for a Wednesday"
FC Cheltenham,20897476,2026-04-22 20:00:00,75.6,8.0,Ryan-lee
FC Cheltenham,20897476,2026-04-22 20:00:00,75.6,8.0,"Ryan-lee was really lovely, he made our evening more fun"
FC Cheltenham,20897476,2026-04-22 20:00:00,75.6,8.0,They didn’t have either of the cbd mocktails i wanted and weren’t allowed to make one up
FC Cheltenham,20897485,2026-04-22 22:00:00,100.0,10.0,""
FC Cheltenham,20897485,2026-04-22 22:00:00,100.0,10.0,Freya and Ryan
FC Cheltenham,20897485,2026-04-22 22:00:00,100.0,10.0,"So warm and welcoming on top off everything even when time stressful , freya and Ryan were amazing and very accommodating"
FC Cheltenham,20897485,2026-04-22 22:00:00,100.0,10.0,We played darts and it was amazing
FC Cheltenham,20897987,2026-04-22 22:09:00,100.0,,Ryan-lee was a really positive and attentive server for my friends birthday! Great atmosphere and vibes
FC Cheltenham,20897988,2026-04-22 22:07:00,100.0,,""
FC Cheltenham,20897989,2026-04-22 22:06:00,100.0,,Came here for my birthday 🎂 was a great laugh and great service
FC Cheltenham,20919239,2026-04-24 16:30:00,100.0,10.0,""
FC Cheltenham,20919239,2026-04-24 16:30:00,100.0,10.0,Bethany
FC Cheltenham,20919239,2026-04-24 16:30:00,100.0,10.0,Lovely service by bethany
FC Cheltenham,20919239,2026-04-24 16:30:00,100.0,10.0,"Very pleasant,"
FC Cheltenham,20931370,2026-04-25 14:00:00,100.0,10.0,""
FC Cheltenham,20931370,2026-04-25 14:00:00,100.0,10.0,Great service and a good range of drinks
FC Cheltenham,20931370,2026-04-25 14:00:00,100.0,10.0,He went out of his way to make our friends hen do perfect. He couldn’t be more helpful
FC Cheltenham,20931370,2026-04-25 14:00:00,100.0,10.0,Matt
FC Cheltenham,20931371,2026-04-25 14:00:00,100.0,10.0,""
FC Cheltenham,20931371,2026-04-25 14:00:00,100.0,10.0,Been before in Birmingham
FC Cheltenham,20931371,2026-04-25 14:00:00,100.0,10.0,He was quick and efficient! Even took photos for a bunch of needy hens!!!
FC Cheltenham,20931371,2026-04-25 14:00:00,100.0,10.0,Hen doooook
FC Cheltenham,20931371,2026-04-25 14:00:00,100.0,10.0,Matt
FC Cheltenham,20931373,2026-04-25 02:00:00,91.7,9.0,""
FC Cheltenham,20931373,2026-04-25 02:00:00,91.7,9.0,Fab
FC Cheltenham,20931373,2026-04-25 02:00:00,91.7,9.0,He was a pleasure. Really helpful and even took some photos for us. Great drink recommendations. Made the hen do at the flight club seamless! Thanks Matt
FC Cheltenham,20931373,2026-04-25 02:00:00,91.7,9.0,Matt
FC Cheltenham,20931373,2026-04-25 02:00:00,91.7,9.0,Thank you
FC Cheltenham,20931374,2026-04-25 14:00:00,100.0,10.0,""
FC Cheltenham,20931374,2026-04-25 14:00:00,100.0,10.0,Fabbbb
FC Cheltenham,20931374,2026-04-25 14:00:00,100.0,10.0,Incredible - quick service and very patient with constant orders
FC Cheltenham,20931374,2026-04-25 14:00:00,100.0,10.0,Matt
FC Cheltenham,20931374,2026-04-25 14:00:00,100.0,10.0,Really good! Private booth and was so much fun
FC Cheltenham,20931382,2026-04-25 14:30:00,100.0,10.0,""
FC Cheltenham,20931382,2026-04-25 14:30:00,100.0,10.0,Fast service polite and took photo
FC Cheltenham,20931382,2026-04-25 14:30:00,100.0,10.0,Fun and good drinks
FC Cheltenham,20931382,2026-04-25 14:30:00,100.0,10.0,Hen
FC Cheltenham,20931382,2026-04-25 14:30:00,100.0,10.0,Matt
FC Cheltenham,20931388,2026-04-25 14:00:00,80.6,9.0,""
FC Cheltenham,20931388,2026-04-25 14:00:00,80.6,9.0,Great afternoon
FC Cheltenham,20931388,2026-04-25 14:00:00,80.6,9.0,Matt
FC Cheltenham,20931388,2026-04-25 14:00:00,80.6,9.0,Went above and beyond to make our friends hen do brilliant!
FC Cheltenham,20932435,2026-04-24 19:00:00,95.1,9.0,""
FC Cheltenham,20932435,2026-04-24 19:00:00,95.1,9.0,Great fun served by poppy who was such a sweetie really bubbly and helpful.
FC Cheltenham,20932435,2026-04-24 19:00:00,95.1,9.0,No
FC Cheltenham,20932435,2026-04-24 19:00:00,95.1,9.0,Poppy
FC Cheltenham,20932435,2026-04-24 19:00:00,95.1,9.0,Really bubby and cheerful alwasys.smiling
FC Cheltenham,20932835,2026-04-25 19:00:00,100.0,10.0,""
FC Cheltenham,20932835,2026-04-25 19:00:00,100.0,10.0,Beth
FC Cheltenham,20932835,2026-04-25 19:00:00,100.0,10.0,Excellent service
FC Cheltenham,20932835,2026-04-25 19:00:00,100.0,10.0,Great time
FC Cheltenham,20932835,2026-04-25 19:00:00,100.0,10.0,No
FC Oxford,20871386,2026-04-20 12:00:00,100.0,10.0,""
FC Oxford,20871386,2026-04-20 12:00:00,100.0,10.0,"Popped in for a last minute spicy margarita on a day off, came to find my usual drink was unavailable however spoke to the wonderful Skye behind the bar and she suggested the passionfruit picante, with a little less passion fruit to avoid it being too sweet for my taste! 3 cocktails down and it looks like my day is going to be a little less productive than I thought, however, a stunning drink and fantastic service! Thanks Skye!"
FC Oxford,20871386,2026-04-20 12:00:00,100.0,10.0,Recommended a drink and adapted the recipe to my taste
FC Oxford,20871386,2026-04-20 12:00:00,100.0,10.0,Skye
FC Oxford,20871387,2026-04-20 12:00:00,100.0,10.0,""
FC Oxford,20871387,2026-04-20 12:00:00,100.0,10.0,Great drinks and staff couldn't do enough especially skye
FC Oxford,20871387,2026-04-20 12:00:00,100.0,10.0,No was great but bring back the cactus flowers drink
FC Oxford,20871387,2026-04-20 12:00:00,100.0,10.0,Recommended a drink with a slight twist to adjust to wife's taste and offered to bring it to us so we didn't have to wait
FC Oxford,20871387,2026-04-20 12:00:00,100.0,10.0,Skye
FC Oxford,20871387,2026-04-20 12:00:00,100.0,10.0,Walked past
FC Oxford,20872533,2026-04-20 14:59:00,100.0,,We had such a fun time at Flight Club - great range of games and we loved being able to watch the action replays / take group pictures throughout. Our server was incredibly attentive and made sure we had everything we needed throughout the experience. Highly recommend!
FC Oxford,20872730,2026-04-20 16:00:00,100.0,10.0,""
FC Oxford,20872730,2026-04-20 16:00:00,100.0,10.0,Close to where we were
FC Oxford,20872730,2026-04-20 16:00:00,100.0,10.0,Friendly and helpful
FC Oxford,20872730,2026-04-20 16:00:00,100.0,10.0,Great
FC Oxford,20872730,2026-04-20 16:00:00,100.0,10.0,In the shopping centre we were in
FC Oxford,20872730,2026-04-20 16:00:00,100.0,10.0,Phil
FC Oxford,20874422,2026-04-20 20:00:00,93.5,10.0,""
FC Oxford,20874422,2026-04-20 20:00:00,93.5,10.0,Great time as always!
FC Oxford,20874422,2026-04-20 20:00:00,93.5,10.0,"Millie and Phil at the bar gave an amazing service! Millie had extra patience and super nicely adapted a drink to my taste (removed the chili I can’t handle :))!Phil made my dream come true of getting a Margarita in a Tanquard! Mia and Wilson were super attentive in the steps of service, smiling and attentive. Wilson checked in regularly which was much appreciated! And Mia was extra jovial when serving us which was much appreciated by everyone!Henry gave the best oche intro I ever had with a touch of humor that was great! He actually lightened the mood in a group that was not comfortable with each other which was amazing and much appreciated!Ella was lovely! Both in welcoming us, and helping behind the bar! Zoë made the whole booking process so much easier when at first it was a big confusing, she clarified it nicely!"
FC Oxford,20874422,2026-04-20 20:00:00,93.5,10.0,"Millie, Phil, Ella, Henry, Wilson, Mia and Zoe"
FC Oxford,20874703,2026-04-20 21:44:00,100.0,,Millie made me an amazing drink 10/10
FC Oxford,20884492,2026-04-21 19:30:00,100.0,10.0,""
FC Oxford,20884492,2026-04-21 19:30:00,100.0,10.0,Highly recommend
FC Oxford,20884492,2026-04-21 19:30:00,100.0,10.0,No
FC Oxford,20885483,2026-04-21 19:30:00,95.1,10.0,""
FC Oxford,20885483,2026-04-21 19:30:00,95.1,10.0,Great night
FC Oxford,20885483,2026-04-21 19:30:00,95.1,10.0,Jas
FC Oxford,20885483,2026-04-21 19:30:00,95.1,10.0,"Jas was absolutely brilliant all night, took care of all of our needs"
FC Oxford,20886003,2026-04-21 21:06:00,100.0,,MILLIE WAS AMAZING!!
FC Oxford,20886004,2026-04-21 21:05:00,80.0,,Millie was amazing at the bar
FC Oxford,20907087,2026-04-23 08:33:00,100.0,,"Such a fun way to spend time with friends, customer service was top notch! Will definately be back."
FC Oxford,20908901,2026-04-23 18:30:00,100.0,10.0,""
FC Oxford,20908901,2026-04-23 18:30:00,100.0,10.0,"Dear Sidra,I really enjoyed playing darts at FC Oxford. Had a fun time ordering a buch of cocktails. She guided me through all the options and really did vibe.Wish you the best! Yours truly"
FC Oxford,20908901,2026-04-23 18:30:00,100.0,10.0,Sidra
FC Oxford,20908901,2026-04-23 18:30:00,100.0,10.0,Sidra in general
FC Oxford,20908901,2026-04-23 18:30:00,100.0,10.0,Sidra took all my orders without hesitation or complaints.
FC Oxford,20918000,2026-04-24 12:00:00,100.0,10.0,""
FC Oxford,20918000,2026-04-24 12:00:00,100.0,10.0,Great date day
FC Oxford,20918000,2026-04-24 12:00:00,100.0,10.0,Isaiah Phil
FC Oxford,20918000,2026-04-24 12:00:00,100.0,10.0,Isaiah was great Phil was great
FC Oxford,20918000,2026-04-24 12:00:00,100.0,10.0,None
FC Oxford,20918019,2026-04-23 18:00:00,89.1,9.0,""
FC Oxford,20918019,2026-04-23 18:00:00,89.1,9.0,Exactly what I was looking for to hold our company Spring Challenge event and bring everyone together.  Zoe did a great job helping me arrange beforehand and our host did a fantastic job keeping the spirit going.
FC Oxford,20918019,2026-04-23 18:00:00,89.1,9.0,"We had a fantastic night, I just wish the vegetarian food had been placed in a way that prevented it being eaten by others, it should have been placed seperately to avoid it being eaten."
FC Oxford,20918504,2026-04-24 15:00:00,90.3,9.0,""
FC Oxford,20918504,2026-04-24 15:00:00,90.3,9.0,Helpful with checking in and making sure everything was catered for
FC Oxford,20918504,2026-04-24 15:00:00,90.3,9.0,Justin
FC Oxford,20918504,2026-04-24 15:00:00,90.3,9.0,Quick service and helpful
FC Oxford,20918777,2026-04-24 14:00:00,100.0,10.0,""
FC Oxford,20918777,2026-04-24 14:00:00,100.0,10.0,amazing
FC Oxford,20918777,2026-04-24 14:00:00,100.0,10.0,NA
FC Oxford,20918777,2026-04-24 14:00:00,100.0,10.0,Very good service
FC Oxford,20918897,2026-04-24 15:30:00,97.6,10.0,""
FC Oxford,20918897,2026-04-24 15:30:00,97.6,10.0,Easy smooth and very fun
FC Oxford,20918897,2026-04-24 15:30:00,97.6,10.0,Isaiah
FC Oxford,20918897,2026-04-24 15:30:00,97.6,10.0,Key to detail/standing on queue if needed and when needed at our station for darts paying attention to when drinks are empty offering services without having to call over he done a excellent job
FC Oxford,20919635,2026-04-24 18:00:00,100.0,10.0,""
FC Oxford,20919635,2026-04-24 18:00:00,100.0,10.0,Connor
FC Oxford,20919635,2026-04-24 18:00:00,100.0,10.0,So fun
FC Oxford,20919635,2026-04-24 18:00:00,100.0,10.0,So helpful with drinks
FC Oxford,20919647,2026-04-24 18:00:00,91.3,8.0,""
FC Oxford,20919647,2026-04-24 18:00:00,91.3,8.0,Connor
FC Oxford,20919647,2026-04-24 18:00:00,91.3,8.0,Connor was so lovely and helped with all questions!
FC Oxford,20919647,2026-04-24 18:00:00,91.3,8.0,He consistently helped and went above and beyond beyond to help with drink choices
FC Oxford,20919647,2026-04-24 18:00:00,91.3,8.0,So slay
FC Oxford,20919715,2026-04-24 19:00:00,97.6,10.0,""
FC Oxford,20919715,2026-04-24 19:00:00,97.6,10.0,Connor
FC Oxford,20919715,2026-04-24 19:00:00,97.6,10.0,"Really friendly and attentative, great experience"
FC Oxford,20919715,2026-04-24 19:00:00,97.6,10.0,Really friendly and great.
FC Oxford,20919716,2026-04-24 19:00:00,97.2,9.0,""
FC Oxford,20919716,2026-04-24 19:00:00,97.2,9.0,Connor
FC Oxford,20919716,2026-04-24 19:00:00,97.2,9.0,Very good
FC Oxford,20919716,2026-04-24 19:00:00,97.2,9.0,Very nice and helpful
FC Oxford,20919728,2026-04-24 17:30:00,100.0,10.0,""
FC Oxford,20919728,2026-04-24 17:30:00,100.0,10.0,Connor
FC Oxford,20919728,2026-04-24 17:30:00,100.0,10.0,Connor looked after us even though we were a very difficult group to deal with as there was so many of us and we’re all recently 18. We appreciated his accommodation
FC Oxford,20919728,2026-04-24 17:30:00,100.0,10.0,Connor was very attentive and looked after us even though we were a big group and probably very inconvenient
FC Oxford,20919729,2026-04-24 17:30:00,90.2,9.0,""
FC Oxford,20919729,2026-04-24 17:30:00,90.2,9.0,Brilliant
FC Oxford,20919729,2026-04-24 17:30:00,90.2,9.0,Connor
FC Oxford,20919729,2026-04-24 17:30:00,90.2,9.0,Good banter and great service
FC Oxford,20919729,2026-04-24 17:30:00,90.2,9.0,Smooth throughout good games good food
FC Oxford,20919764,2026-04-24 15:00:00,100.0,10.0,""
FC Oxford,20919764,2026-04-24 15:00:00,100.0,10.0,Been before
FC Oxford,20919764,2026-04-24 15:00:00,100.0,10.0,Connor
