Branch,Visit Id,Visit Date Time,Visit Score,Recommend Score,Comments,Visit Summary
FC Cardiff,21037642,2026-05-03 19:30:00,100.0,10.0,Adam,
FC Cardiff,21037642,2026-05-03 19:30:00,100.0,10.0,Been before.,
FC Cardiff,21037642,2026-05-03 19:30:00,100.0,10.0,Engaged with conversation in a really fun and professional way,
FC Cardiff,21037642,2026-05-03 19:30:00,100.0,10.0,Fun experience with lovely staff,
FC Cardiff,21037642,2026-05-03 19:30:00,100.0,10.0,Lovely evening with great staff adding to the experience,
FC Cardiff,21037713,2026-05-03 18:00:00,100.0,10.0,"Fantastic service, so polite and attentive! Steve had huge charisma and really made our night!",
FC Cardiff,21037713,2026-05-03 18:00:00,100.0,10.0,"Fun, entertaining and great experience",
FC Cardiff,21037713,2026-05-03 18:00:00,100.0,10.0,Steve,
FC Cardiff,21037713,2026-05-03 18:00:00,100.0,10.0,Thank you Steve!!,
FC Cardiff,21037715,2026-05-03 22:00:00,100.0,10.0,No,
FC Cardiff,21037715,2026-05-03 22:00:00,100.0,10.0,Steve,
FC Cardiff,21037715,2026-05-03 22:00:00,100.0,10.0,Steve was friendly and amazing,
FC Cardiff,21037715,2026-05-03 22:00:00,100.0,10.0,"Very attentive, friendly, 11/10 stars",
FC Cardiff,21037716,2026-05-03 19:00:00,97.6,10.0,One of the best servers I think I've ever had at a venue. Such a personable guy and very helpful. Great at his job,
FC Cardiff,21037716,2026-05-03 19:00:00,97.6,10.0,Steve,
FC Cardiff,21037716,2026-05-03 19:00:00,97.6,10.0,Steve was unreal. Pizzas were great. And the darts were great fun. Wish we booked for longer.,
FC Cardiff,21044096,2026-05-02 18:30:00,100.0,10.0,Alys,
FC Cardiff,21044096,2026-05-02 18:30:00,100.0,10.0,Cool,
FC Cardiff,21044096,2026-05-02 18:30:00,100.0,10.0,Very helpful,
FC Cardiff,21047564,2026-05-03 19:00:00,96.8,10.0,Atmosphere was superb. Very clean . Great staff. The singer Jack on the terrace at 7.30pm was brilliant. We all really enjoyed it.,
FC Cardiff,21048290,2026-05-03 14:30:00,67.4,4.0,"*]:pointer-events-auto [content-visibility:auto] supports-[content-visibility:auto]:[contain-intrinsic-size:auto_100lvh] R6Vx5W_threadScrollVars scroll-mb-[calc(var(--scroll-root-safe-area-inset-bottom,0px)+var(--thread-response-height))] scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-WEB:6c0f4b3b-3635-4a97-8197-03435f976f94-0"" data-testid=""conversation-turn-2"" data-scroll-anchor=""false"" data-turn=""assistant"">The idea of the brunch social was great, and we were really looking forward to it. It was advertised as unlimited pizza; however, the service did not reflect this. Over the course of two hours, our table of six was served only five pizzas, which was disappointing. Meanwhile, the group seated next to us appeared to receive a steady flow of pizzas, including some delivered both between and at the same time as ours.Our booking was from 2:30pm to 4:30pm. At 3:55pm, I asked if we would be receiving more pizza and was told yes. By 4:15pm, having still not received anything further (despite the neighbouring table being served again), I asked once more and was told no, as our time was up. When I pointed out that our booking ran until 4:30pm, the response changed to say we would receive more.At 5:00pm, two additional pizzas finally arrived. Unfortunately, by that point we had to leave, so we were unable to properly enjoy them. In total, over 2.5 hours, we received just seven pizzas between six people, and only after repeatedly asking.Overall, this was a very disappointing experience, especially as it was meant to be a birthday celebration.",
FC Cardiff,21048290,2026-05-03 14:30:00,67.4,4.0,Disappointing experience,
FC Cardiff,21048997,2026-05-04 12:51:00,100.0,,Had a brillant night there,""
FC Cardiff,21049195,2026-05-04 14:00:00,100.0,10.0,Literally the best,
FC Cardiff,21049195,2026-05-04 14:00:00,100.0,10.0,Viktor,
FC Cardiff,21049195,2026-05-04 14:00:00,100.0,10.0,Viktor is literally the best,
FC Cardiff,21052488,2026-05-04 19:30:00,100.0,10.0,Great night thank you!!!!:) xx,
FC Cardiff,21052488,2026-05-04 19:30:00,100.0,10.0,"Great time, super speedy service and really food drinks/foods xx",
FC Cardiff,21052488,2026-05-04 19:30:00,100.0,10.0,Tom,
FC Cardiff,21052488,2026-05-04 19:30:00,100.0,10.0,Tom was very lovely,
FC Cardiff,21063618,2026-05-04 20:00:00,100.0,10.0,"Adam and Sophia (and the manager, not sure his name)",
FC Cardiff,21063618,2026-05-04 20:00:00,100.0,10.0,"Being so friendly and smiling to all of us all night long, we know drunk girls can be a lot. The manager of the night also went beyond by helping us present our slideshow",
FC Cardiff,21063618,2026-05-04 20:00:00,100.0,10.0,The team were so lovely even when dealing with 100+ drunk girls and sorted out any problems instantly,
FC Cardiff,21064436,2026-05-04 13:00:00,100.0,10.0,Lydia,
FC Cardiff,21064436,2026-05-04 13:00:00,100.0,10.0,Lydia was really nice,
FC Cardiff,21064436,2026-05-04 13:00:00,100.0,10.0,We had a really great time! Big shout out to the servers for excellent service all around,
FC Cardiff,21064486,2026-05-04 17:00:00,100.0,10.0,Great time,
FC Cardiff,21064486,2026-05-04 17:00:00,100.0,10.0,Lydia,
FC Cardiff,21064486,2026-05-04 17:00:00,100.0,10.0,She wa svery attentive!,
FC Cardiff,21064521,2026-05-05 13:00:00,100.0,10.0,Harrison,
FC Cardiff,21064521,2026-05-05 13:00:00,100.0,10.0,He made sure we had everything we needed and went above and beyond for our group,
FC Cardiff,21064521,2026-05-05 13:00:00,100.0,10.0,"We always love it here, class",
FC Cardiff,21064600,2026-05-05 14:00:00,100.0,10.0,Fantastic concept,
FC Cardiff,21064605,2026-05-05 16:00:00,100.0,10.0,Nice staff and nice drinks,
FC Cardiff,21064617,2026-05-05 14:00:00,100.0,10.0,"Can't believe we've never been here before, it was so good",
FC Cardiff,21065503,2026-05-05 19:00:00,100.0,10.0,Friend,
FC Cardiff,21065503,2026-05-05 19:00:00,100.0,10.0,It was great,
FC Cardiff,21065503,2026-05-05 19:00:00,100.0,10.0,Kayden,
FC Cardiff,21065503,2026-05-05 19:00:00,100.0,10.0,Kayden was great!,
FC Cardiff,21065504,2026-05-05 17:00:00,100.0,10.0,Kayden,
FC Cardiff,21065504,2026-05-05 17:00:00,100.0,10.0,"Kayden was INCREDIBLE. So attentive, personable and a delight.",
FC Cardiff,21065504,2026-05-05 17:00:00,100.0,10.0,Kayden was so attentive and personable!,
FC Cardiff,21065516,2026-05-05 19:30:00,100.0,10.0,Kayden,
FC Cardiff,21065516,2026-05-05 19:30:00,100.0,10.0,NA,
FC Cardiff,21065519,2026-05-05 18:30:00,100.0,10.0,"Amazing customer service, quick service",
FC Cardiff,21065519,2026-05-05 18:30:00,100.0,10.0,"Great, would recommend",
FC Cardiff,21065519,2026-05-05 18:30:00,100.0,10.0,Kayden,
FC Cardiff,21065519,2026-05-05 18:30:00,100.0,10.0,"Lamp light out at elderly table, could fix lamp light.",
FC Cardiff,21065530,2026-05-05 19:00:00,95.1,10.0,‘Twas exceptional,
FC Cardiff,21065530,2026-05-05 19:00:00,95.1,10.0,I ordered a draft of Moretti that tasted off.,
FC Cardiff,21065530,2026-05-05 19:00:00,95.1,10.0,Kayden of Cardiff,
FC Cardiff,21065530,2026-05-05 19:00:00,95.1,10.0,"Kayden was extremely professional, accommodating and managed the group flawlessly. The lift was also out of order so due to the party being on the roof top he had to also traverse multiple floors and still delivered an exceptional experience.",
FC Cardiff,21067169,2026-05-06 01:58:00,100.0,,Kerry was amazing. Did karaoke and she was amazing,""
FC Cardiff,21088039,2026-05-06 16:30:00,97.6,9.0,Really well organised.  Only slight bit of feedback was we'd have preferred to be able to swap out some of the bottled beers which weren't getting drunk for wine but this wasn't an option unfortunately.,
FC Cardiff,21090784,2026-05-06 13:00:00,100.0,10.0,Love it!!,
FC Cardiff,21090786,2026-05-06 20:00:00,100.0,10.0,So good,
FC Cardiff,21090804,2026-05-06 12:00:00,100.0,10.0,Fantastic,
FC Cardiff,21090804,2026-05-06 12:00:00,100.0,10.0,Very good service,
FC Cardiff,21090804,2026-05-06 12:00:00,100.0,10.0,Viktor,
FC Cardiff,21090809,2026-05-07 14:00:00,97.8,10.0,Really good,
FC Cardiff,21090820,2026-05-06 16:00:00,100.0,10.0,we had a sick time! would recommend to all,
FC Cardiff,21090828,2026-05-07 12:00:00,100.0,10.0,Lovely time with family,
FC Cardiff,21090830,2026-05-05 18:00:00,100.0,10.0,Perfect !!,
FC Cardiff,21090840,2026-05-07 12:30:00,97.8,10.0,Nicole,
FC Cardiff,21090840,2026-05-07 12:30:00,97.8,10.0,Nicole was so fab x,
FC Cardiff,21090840,2026-05-07 12:30:00,97.8,10.0,"The drinks were fab, the service was fab, love it all it's soooo fab",
FC Cardiff,21090847,2026-05-07 14:30:00,97.6,9.0,Only thing I would improve is having more heaters on the terrace as it can get quite chilly,
FC Cardiff,21090865,2026-05-06 20:00:00,100.0,10.0,Very nice atmosphere!,
FC Cardiff,21090904,2026-05-07 14:00:00,100.0,10.0,Will be back!,
FC Cardiff,21090913,2026-05-07 15:00:00,100.0,10.0,Who knew I was so good at darts! This is a fantastic concept and it is executed so well,
FC Cardiff,21090920,2026-05-05 20:00:00,97.8,9.0,Cerys!!,
FC Cardiff,21090920,2026-05-05 20:00:00,97.8,9.0,So bubbly and friendly,
FC Cardiff,21090920,2026-05-05 20:00:00,97.8,9.0,"We really enjoyed our time here, thank you to the team for making it so special for my birthday",
FC Cardiff,21090926,2026-05-04 20:00:00,100.0,10.0,Drinks were lovely and staff very good at their jobs,
FC Cardiff,21090971,2026-05-07 14:00:00,100.0,10.0,Cerys,
FC Cardiff,21090971,2026-05-07 14:00:00,100.0,10.0,Cerys was very friendly,
FC Cardiff,21090971,2026-05-07 14:00:00,100.0,10.0,"She was so bubbly, and very attentive",
FC Cardiff,21092996,2026-05-07 17:00:00,100.0,10.0,Alys,
FC Cardiff,21092996,2026-05-07 17:00:00,100.0,10.0,alys was amzing top tierrrr,
FC Cardiff,21092996,2026-05-07 17:00:00,100.0,10.0,Great time!!,
FC Cardiff,21093065,2026-05-07 18:30:00,100.0,10.0,Alys,
FC Cardiff,21093065,2026-05-07 18:30:00,100.0,10.0,she was so attentive and friendlyyy,
FC Cardiff,21093065,2026-05-07 18:30:00,100.0,10.0,the darts are so much fun,
FC Cardiff,21104050,2026-05-08 13:00:00,100.0,10.0,The guys on the reception desk were so cool! Very interesting I like to learn a lot about people through first impressions and they were all very smiley and welcoming,
FC Cardiff,21104406,2026-05-07 15:30:00,94.4,10.0,The darts were amazing loads of games and the team were great at explaining the rules for them all. Elissa was fab at recommending cocktails we’d love,
FC Cardiff,21104423,2026-05-08 12:00:00,100.0,10.0,10/10 great no notes,
FC Cardiff,21104423,2026-05-08 12:00:00,100.0,10.0,The food was run so good exceptional service,
FC Cardiff,21104433,2026-05-08 13:30:00,100.0,10.0,Erin,
FC Cardiff,21104433,2026-05-08 13:30:00,100.0,10.0,I love darts so much fun,
FC Cardiff,21104433,2026-05-08 13:30:00,100.0,10.0,Incredibly attentive. I would click for service and within seconds she would be there. Also so unbelievably friendly. The best flight club experience I’ve ever had,
FC Cardiff,21115787,2026-05-08 12:00:00,97.8,10.0,Harrison,
FC Cardiff,21115787,2026-05-08 12:00:00,97.8,10.0,The sun was shining so we thought we would spend some time on the roof terrace and it was brilliant!,
FC Cardiff,21115787,2026-05-08 12:00:00,97.8,10.0,"Very efficient on the terrace, I could see him checking in with every table! He made sure we were sat on time for our booking and that we had everything we needed, and he's an eye catcher;)",
FC Cardiff,21115802,2026-05-09 11:30:00,100.0,10.0,Harrison,
FC Cardiff,21115802,2026-05-09 11:30:00,100.0,10.0,Popped in for some drinks and the vibes were immaculate!,
FC Cardiff,21115802,2026-05-09 11:30:00,100.0,10.0,Very good,
FC Cardiff,21115812,2026-05-09 11:30:00,90.3,9.0,Drinks were gorgeous and the seating area outside was nice although not as nice as the roof terrace,
FC Cardiff,21115812,2026-05-09 11:30:00,90.3,9.0,Harrison,
FC Cardiff,21115812,2026-05-09 11:30:00,90.3,9.0,Perfect drinks,
FC Cardiff,21115854,2026-05-09 11:30:00,100.0,10.0,"Gave us some backstory to the place and it truly felt like he loved working here and that's always nice to see, really nice drinks and good service. Good man!",
FC Cardiff,21115854,2026-05-09 11:30:00,100.0,10.0,Harrison,
FC Cardiff,21115854,2026-05-09 11:30:00,100.0,10.0,"Honestly it was cheaper than a lot of bars in Cardiff, and you pay for what you see I mean come on this venue is stunning. I'll definitely be back",
FC Cardiff,21115869,2026-05-08 19:00:00,97.8,10.0,"Food was lush, I liked the korean sliders but they were a bit small for £10... However service was brilliant and could not fault anything there",
FC Cardiff,21115869,2026-05-08 19:00:00,97.8,10.0,Harrison,
FC Cardiff,21115869,2026-05-08 19:00:00,97.8,10.0,"He was so quick and efficient, just the best",
FC Cardiff,21115882,2026-05-08 21:00:00,100.0,10.0,"Brilliant venue and brilliant team, nothing more to say!",
FC Cardiff,21115882,2026-05-08 21:00:00,100.0,10.0,Harrison,
FC Cardiff,21115882,2026-05-08 21:00:00,100.0,10.0,Very good,
FC Cardiff,21115913,2026-05-08 20:00:00,100.0,10.0,We loved it here,
FC Cardiff,21115923,2026-05-09 11:00:00,100.0,10.0,Fantastic chap,
FC Cardiff,21115923,2026-05-09 11:00:00,100.0,10.0,Harrison,
FC Cardiff,21115923,2026-05-09 11:00:00,100.0,10.0,"The food and drinks came out very fast, and Harrison was so friendly from start to finish. Hope he wins the incentive!",
FC Cardiff,21115968,2026-05-06 13:00:00,100.0,10.0,"Came here for a work event and the vibes were class, a good place to come for a social",
FC Cardiff,21116040,2026-05-09 12:00:00,100.0,10.0,"Food, drinks and darts were all really nice and all complemented each other, such a good concept with the darts",
FC Cardiff,21116040,2026-05-09 12:00:00,100.0,10.0,"Good energy and kept our group entertained haha, my mum was obsessed",
FC Cardiff,21116040,2026-05-09 12:00:00,100.0,10.0,Harrison,
FC Cardiff,21116056,2026-05-09 12:00:00,100.0,10.0,10's across the board!!,
FC Cardiff,21116056,2026-05-09 12:00:00,100.0,10.0,Harrison,
FC Cardiff,21116056,2026-05-09 12:00:00,100.0,10.0,I want to come back already! What a great idea and executed perfectly,
FC Cardiff,21116063,2026-05-09 12:00:00,100.0,10.0,A big shout out to Harrison for making us feel so welcome and giving us excellent service,
FC Cardiff,21116063,2026-05-09 12:00:00,100.0,10.0,Harrison,
FC Cardiff,21116063,2026-05-09 12:00:00,100.0,10.0,"The roof terrace is lush we will come back in the sumemr time, nice drinks and the staff were all very friendly",
FC Cardiff,21118548,2026-05-09 17:30:00,100.0,10.0,Alys,
FC Cardiff,21118548,2026-05-09 17:30:00,100.0,10.0,Great event,
FC Cardiff,21118548,2026-05-09 17:30:00,100.0,10.0,Great gamesmaster host loved ever second,
FC Cardiff,21118837,2026-05-09 18:30:00,100.0,10.0,"JUST BRILLIANT! so attentive and really helpfully, love you Tom!",
FC Cardiff,21118837,2026-05-09 18:30:00,100.0,10.0,None,
FC Cardiff,21118837,2026-05-09 18:30:00,100.0,10.0,Tom,
FC Cardiff,21118837,2026-05-09 18:30:00,100.0,10.0,TOM IS BRILLIANT,
FC Cardiff,21118847,2026-05-09 18:30:00,100.0,10.0,Tom,
FC Cardiff,21118847,2026-05-09 18:30:00,100.0,10.0,Tom is great,
FC Cardiff,21118847,2026-05-09 18:30:00,100.0,10.0,Tom was great - the Scottish guy,
FC Cardiff,21118847,2026-05-09 18:30:00,100.0,10.0,Tom was great!!!,
FC Cardiff,21118853,2026-05-09 18:30:00,100.0,10.0,He was just so attentive and ready to help when needed,
FC Cardiff,21118853,2026-05-09 18:30:00,100.0,10.0,Tom,
FC Cardiff,21118853,2026-05-09 18:30:00,100.0,10.0,Tom is fantastic! He is great asset to your team,
FC Cardiff,21120857,2026-05-09 22:00:00,100.0,10.0,Mia,
FC Cardiff,21120857,2026-05-09 22:00:00,100.0,10.0,MIA IS THE BEST,
FC Cardiff,21120857,2026-05-09 22:00:00,100.0,10.0,Mia was an absolute diamond! So lovely!! I wish she would serve me every time xx,
FC Cardiff,21120857,2026-05-09 22:00:00,100.0,10.0,We love Mia,
FC Cardiff,21121561,2026-05-09 22:40:00,100.0,,Mia was an absolute diamond! So lovely!! I wish she would serve me every time xx,""
FC Cardiff,21147369,2026-05-11 15:00:00,100.0,10.0,It was fairly quiet but the darts were very fun and was good as we were in a big group. Lots of teaming up...,
FC Cardiff,21147374,2026-05-11 13:00:00,100.0,10.0,"We didn't eat but the food looked good, the darts were interactive and we didn't have to count anything! Was good fun",
FC Cardiff,21147838,2026-05-11 12:00:00,100.0,10.0,Came here as a work group and it was a lot of fun!,
FC Cardiff,21148038,2026-05-11 14:00:00,100.0,10.0,Wicked time!,
FC Cardiff,21148055,2026-05-11 16:00:00,97.6,9.0,Love it,
FC Cardiff,21148179,2026-05-11 12:00:00,100.0,10.0,Good fun,
FC Cardiff,21149154,2026-05-09 16:00:00,83.3,6.0,"Booked a table to have food as I had a gift voucher. Was unable to use on darts as there was only 2 of us.Given a small table right next to the bar, it was freezing.Decided not to have food, sat on stools by bar as it was a bit warmer.Staff were lovely tho.",
FC Cardiff,21149406,2026-05-11 19:00:00,100.0,10.0,Corey and frank,
FC Cardiff,21149406,2026-05-11 19:00:00,100.0,10.0,Corey and tom went above and beyond to ensure we had an enjoyable experience,
FC Cardiff,21149406,2026-05-11 19:00:00,100.0,10.0,Storiboard,
FC Cardiff,21149406,2026-05-11 19:00:00,100.0,10.0,Went the extra mile to ensure we had all of the drinks we asked for and explained the rules,
FC Cardiff,21150316,2026-05-11 21:30:00,100.0,10.0,"They were all amazing on Monday night, they even let us extend our staff party. Thank you all. You were amazing",
FC Cardiff,21150316,2026-05-11 21:30:00,100.0,10.0,They were helpful and attentive and made us feel so welcome,
FC Cardiff,21150316,2026-05-11 21:30:00,100.0,10.0,Tom and Corey,
FC Cheltenham,20816269,2026-05-04 16:00:00,94.4,10.0,"All team members encountered were wearing the correct uniform, looked well presented and clean.","From the moment we arrived, the staff were friendly, attentive, and made sure we had everything we needed throughout our visit. Service was smooth and efficient, with plates cleared promptly without ever feeling rushed.

The venue itself was clean, well-maintained, and had a great atmosphere that worked perfectly for a group outing. The food was excellent, with a wide variety of options that catered to everyone’s tastes, which made sharing and trying different dishes really enjoyable. The drinks' selection was equally impressive, offering plenty of choice and consistently good quality.

What really stood out was the interactive gaming experience. The range of darts games made it fun and accessible for everyone, including those in our group who had never played before. It created a lively, inclusive environment and added something unique to the overall experience.

Overall, it was a brilliant visit, combining great food, drinks, service, and entertainment. I’d highly recommend it for groups looking for something a bit different and memorable."
FC Cheltenham,20816269,2026-05-04 16:00:00,94.4,10.0,"Bekah was on hand if we needed anything and ensured we had drinks. The speed of service was excellent, and she was attentive with clearing plates after we had finished our meal.","From the moment we arrived, the staff were friendly, attentive, and made sure we had everything we needed throughout our visit. Service was smooth and efficient, with plates cleared promptly without ever feeling rushed.

The venue itself was clean, well-maintained, and had a great atmosphere that worked perfectly for a group outing. The food was excellent, with a wide variety of options that catered to everyone’s tastes, which made sharing and trying different dishes really enjoyable. The drinks' selection was equally impressive, offering plenty of choice and consistently good quality.

What really stood out was the interactive gaming experience. The range of darts games made it fun and accessible for everyone, including those in our group who had never played before. It created a lively, inclusive environment and added something unique to the overall experience.

Overall, it was a brilliant visit, combining great food, drinks, service, and entertainment. I’d highly recommend it for groups looking for something a bit different and memorable."
FC Cheltenham,20816269,2026-05-04 16:00:00,94.4,10.0,I do not believe there was anything that the team could have done better. It was an excellent visit from start to finish.,"From the moment we arrived, the staff were friendly, attentive, and made sure we had everything we needed throughout our visit. Service was smooth and efficient, with plates cleared promptly without ever feeling rushed.

The venue itself was clean, well-maintained, and had a great atmosphere that worked perfectly for a group outing. The food was excellent, with a wide variety of options that catered to everyone’s tastes, which made sharing and trying different dishes really enjoyable. The drinks' selection was equally impressive, offering plenty of choice and consistently good quality.

What really stood out was the interactive gaming experience. The range of darts games made it fun and accessible for everyone, including those in our group who had never played before. It created a lively, inclusive environment and added something unique to the overall experience.

Overall, it was a brilliant visit, combining great food, drinks, service, and entertainment. I’d highly recommend it for groups looking for something a bit different and memorable."
FC Cheltenham,20816269,2026-05-04 16:00:00,94.4,10.0,I felt confident in the team members knowledge and was satisfied with her response.,"From the moment we arrived, the staff were friendly, attentive, and made sure we had everything we needed throughout our visit. Service was smooth and efficient, with plates cleared promptly without ever feeling rushed.

The venue itself was clean, well-maintained, and had a great atmosphere that worked perfectly for a group outing. The food was excellent, with a wide variety of options that catered to everyone’s tastes, which made sharing and trying different dishes really enjoyable. The drinks' selection was equally impressive, offering plenty of choice and consistently good quality.

What really stood out was the interactive gaming experience. The range of darts games made it fun and accessible for everyone, including those in our group who had never played before. It created a lively, inclusive environment and added something unique to the overall experience.

Overall, it was a brilliant visit, combining great food, drinks, service, and entertainment. I’d highly recommend it for groups looking for something a bit different and memorable."
FC Cheltenham,20816269,2026-05-04 16:00:00,94.4,10.0,I found it fairly easy to remove the pre booking from my order.,"From the moment we arrived, the staff were friendly, attentive, and made sure we had everything we needed throughout our visit. Service was smooth and efficient, with plates cleared promptly without ever feeling rushed.

The venue itself was clean, well-maintained, and had a great atmosphere that worked perfectly for a group outing. The food was excellent, with a wide variety of options that catered to everyone’s tastes, which made sharing and trying different dishes really enjoyable. The drinks' selection was equally impressive, offering plenty of choice and consistently good quality.

What really stood out was the interactive gaming experience. The range of darts games made it fun and accessible for everyone, including those in our group who had never played before. It created a lively, inclusive environment and added something unique to the overall experience.

Overall, it was a brilliant visit, combining great food, drinks, service, and entertainment. I’d highly recommend it for groups looking for something a bit different and memorable."
FC Cheltenham,20816269,2026-05-04 16:00:00,94.4,10.0,"I found the chat widget easy to use, but it directed me back to the booking link rather than providing a response.","From the moment we arrived, the staff were friendly, attentive, and made sure we had everything we needed throughout our visit. Service was smooth and efficient, with plates cleared promptly without ever feeling rushed.

The venue itself was clean, well-maintained, and had a great atmosphere that worked perfectly for a group outing. The food was excellent, with a wide variety of options that catered to everyone’s tastes, which made sharing and trying different dishes really enjoyable. The drinks' selection was equally impressive, offering plenty of choice and consistently good quality.

What really stood out was the interactive gaming experience. The range of darts games made it fun and accessible for everyone, including those in our group who had never played before. It created a lively, inclusive environment and added something unique to the overall experience.

Overall, it was a brilliant visit, combining great food, drinks, service, and entertainment. I’d highly recommend it for groups looking for something a bit different and memorable."
FC Cheltenham,20816269,2026-05-04 16:00:00,94.4,10.0,"I would recommend the venue and the team based on this experience, as from start to finish the team were attentive and approachable.","From the moment we arrived, the staff were friendly, attentive, and made sure we had everything we needed throughout our visit. Service was smooth and efficient, with plates cleared promptly without ever feeling rushed.

The venue itself was clean, well-maintained, and had a great atmosphere that worked perfectly for a group outing. The food was excellent, with a wide variety of options that catered to everyone’s tastes, which made sharing and trying different dishes really enjoyable. The drinks' selection was equally impressive, offering plenty of choice and consistently good quality.

What really stood out was the interactive gaming experience. The range of darts games made it fun and accessible for everyone, including those in our group who had never played before. It created a lively, inclusive environment and added something unique to the overall experience.

Overall, it was a brilliant visit, combining great food, drinks, service, and entertainment. I’d highly recommend it for groups looking for something a bit different and memorable."
FC Cheltenham,20816269,2026-05-04 16:00:00,94.4,10.0,If I was to comment on social media it would be very positive based on the overall visit.,"From the moment we arrived, the staff were friendly, attentive, and made sure we had everything we needed throughout our visit. Service was smooth and efficient, with plates cleared promptly without ever feeling rushed.

The venue itself was clean, well-maintained, and had a great atmosphere that worked perfectly for a group outing. The food was excellent, with a wide variety of options that catered to everyone’s tastes, which made sharing and trying different dishes really enjoyable. The drinks' selection was equally impressive, offering plenty of choice and consistently good quality.

What really stood out was the interactive gaming experience. The range of darts games made it fun and accessible for everyone, including those in our group who had never played before. It created a lively, inclusive environment and added something unique to the overall experience.

Overall, it was a brilliant visit, combining great food, drinks, service, and entertainment. I’d highly recommend it for groups looking for something a bit different and memorable."
FC Cheltenham,20816269,2026-05-04 16:00:00,94.4,10.0,Our server was attentive and friendly throughout.,"From the moment we arrived, the staff were friendly, attentive, and made sure we had everything we needed throughout our visit. Service was smooth and efficient, with plates cleared promptly without ever feeling rushed.

The venue itself was clean, well-maintained, and had a great atmosphere that worked perfectly for a group outing. The food was excellent, with a wide variety of options that catered to everyone’s tastes, which made sharing and trying different dishes really enjoyable. The drinks' selection was equally impressive, offering plenty of choice and consistently good quality.

What really stood out was the interactive gaming experience. The range of darts games made it fun and accessible for everyone, including those in our group who had never played before. It created a lively, inclusive environment and added something unique to the overall experience.

Overall, it was a brilliant visit, combining great food, drinks, service, and entertainment. I’d highly recommend it for groups looking for something a bit different and memorable."
FC Cheltenham,20816269,2026-05-04 16:00:00,94.4,10.0,The bill provided was correct.,"From the moment we arrived, the staff were friendly, attentive, and made sure we had everything we needed throughout our visit. Service was smooth and efficient, with plates cleared promptly without ever feeling rushed.

The venue itself was clean, well-maintained, and had a great atmosphere that worked perfectly for a group outing. The food was excellent, with a wide variety of options that catered to everyone’s tastes, which made sharing and trying different dishes really enjoyable. The drinks' selection was equally impressive, offering plenty of choice and consistently good quality.

What really stood out was the interactive gaming experience. The range of darts games made it fun and accessible for everyone, including those in our group who had never played before. It created a lively, inclusive environment and added something unique to the overall experience.

Overall, it was a brilliant visit, combining great food, drinks, service, and entertainment. I’d highly recommend it for groups looking for something a bit different and memorable."
FC Cheltenham,20816269,2026-05-04 16:00:00,94.4,10.0,The bill was processed fairly quickly after we had been given time to look at it.,"From the moment we arrived, the staff were friendly, attentive, and made sure we had everything we needed throughout our visit. Service was smooth and efficient, with plates cleared promptly without ever feeling rushed.

The venue itself was clean, well-maintained, and had a great atmosphere that worked perfectly for a group outing. The food was excellent, with a wide variety of options that catered to everyone’s tastes, which made sharing and trying different dishes really enjoyable. The drinks' selection was equally impressive, offering plenty of choice and consistently good quality.

What really stood out was the interactive gaming experience. The range of darts games made it fun and accessible for everyone, including those in our group who had never played before. It created a lively, inclusive environment and added something unique to the overall experience.

Overall, it was a brilliant visit, combining great food, drinks, service, and entertainment. I’d highly recommend it for groups looking for something a bit different and memorable."
FC Cheltenham,20816269,2026-05-04 16:00:00,94.4,10.0,The bill was provided in a leather designated folder.,"From the moment we arrived, the staff were friendly, attentive, and made sure we had everything we needed throughout our visit. Service was smooth and efficient, with plates cleared promptly without ever feeling rushed.

The venue itself was clean, well-maintained, and had a great atmosphere that worked perfectly for a group outing. The food was excellent, with a wide variety of options that catered to everyone’s tastes, which made sharing and trying different dishes really enjoyable. The drinks' selection was equally impressive, offering plenty of choice and consistently good quality.

What really stood out was the interactive gaming experience. The range of darts games made it fun and accessible for everyone, including those in our group who had never played before. It created a lively, inclusive environment and added something unique to the overall experience.

Overall, it was a brilliant visit, combining great food, drinks, service, and entertainment. I’d highly recommend it for groups looking for something a bit different and memorable."
FC Cheltenham,20816269,2026-05-04 16:00:00,94.4,10.0,The bill was provided to us promptly after we had been asked if we would be moving to the bar area.,"From the moment we arrived, the staff were friendly, attentive, and made sure we had everything we needed throughout our visit. Service was smooth and efficient, with plates cleared promptly without ever feeling rushed.

The venue itself was clean, well-maintained, and had a great atmosphere that worked perfectly for a group outing. The food was excellent, with a wide variety of options that catered to everyone’s tastes, which made sharing and trying different dishes really enjoyable. The drinks' selection was equally impressive, offering plenty of choice and consistently good quality.

What really stood out was the interactive gaming experience. The range of darts games made it fun and accessible for everyone, including those in our group who had never played before. It created a lively, inclusive environment and added something unique to the overall experience.

Overall, it was a brilliant visit, combining great food, drinks, service, and entertainment. I’d highly recommend it for groups looking for something a bit different and memorable."
