Branch,Visit Id,Visit Date Time,Visit Score,Recommend Score,Comments,Answer,Visit Summary
FC Oxford,20829955,2026-04-17 16:00:00,100.0,10.0,"",Small group (1-32 guests),
FC Oxford,20829955,2026-04-17 16:00:00,100.0,10.0,"",Social Media,
FC Oxford,20829955,2026-04-17 16:00:00,100.0,10.0,"",Team friendliness,
FC Oxford,20829955,2026-04-17 16:00:00,100.0,10.0,"",Very important,
FC Oxford,20829955,2026-04-17 16:00:00,100.0,10.0,"",Yes,
FC Oxford,20829955,2026-04-17 16:00:00,100.0,10.0,Great,10,
FC Oxford,20829955,2026-04-17 16:00:00,100.0,10.0,Jaz,"",
FC Oxford,20829955,2026-04-17 16:00:00,100.0,10.0,No,"",
FC Oxford,20829955,2026-04-17 16:00:00,100.0,10.0,They where great at service and customer relations,Yes,
FC Oxford,20829967,2026-04-17 14:30:00,100.0,10.0,"",5,
FC Oxford,20829967,2026-04-17 14:30:00,100.0,10.0,"",Friend or colleague recommendation,
FC Oxford,20829967,2026-04-17 14:30:00,100.0,10.0,"",I'm not sure what that is,
FC Oxford,20829967,2026-04-17 14:30:00,100.0,10.0,"",No,
FC Oxford,20829967,2026-04-17 14:30:00,100.0,10.0,"",Small group (1-32 guests),
FC Oxford,20829967,2026-04-17 14:30:00,100.0,10.0,"",Team friendliness,
FC Oxford,20829967,2026-04-17 14:30:00,100.0,10.0,"",Word of mouth,
FC Oxford,20829967,2026-04-17 14:30:00,100.0,10.0,"",Yes,
FC Oxford,20829967,2026-04-17 14:30:00,100.0,10.0,Great,10,
FC Oxford,20829967,2026-04-17 14:30:00,100.0,10.0,Jas,"",
FC Oxford,20829967,2026-04-17 14:30:00,100.0,10.0,Jas was a hero,"",
FC Oxford,20829967,2026-04-17 14:30:00,100.0,10.0,Very attentive - hero,Yes,
FC Oxford,20830864,2026-04-17 18:00:00,97.6,10.0,"",4,
FC Oxford,20830864,2026-04-17 18:00:00,97.6,10.0,"",5,
FC Oxford,20830864,2026-04-17 18:00:00,97.6,10.0,"",I'm not sure what that is,
FC Oxford,20830864,2026-04-17 18:00:00,97.6,10.0,"",I've been before,
FC Oxford,20830864,2026-04-17 18:00:00,97.6,10.0,"",No,
FC Oxford,20830864,2026-04-17 18:00:00,97.6,10.0,"",Small group (1-32 guests),
FC Oxford,20830864,2026-04-17 18:00:00,97.6,10.0,"",Social Media,
FC Oxford,20830864,2026-04-17 18:00:00,97.6,10.0,"",Team friendliness,
FC Oxford,20830864,2026-04-17 18:00:00,97.6,10.0,"",Yes,
FC Oxford,20830864,2026-04-17 18:00:00,97.6,10.0,Couldn’t do enough for us!,Yes,
FC Oxford,20830864,2026-04-17 18:00:00,97.6,10.0,Employ more people like jas,"",
FC Oxford,20830864,2026-04-17 18:00:00,97.6,10.0,Jas,"",
FC Oxford,20830864,2026-04-17 18:00:00,97.6,10.0,Jas was amazing. Couldn’t do enough for us! Would highly recommend her as a server.,10,
FC Oxford,20830869,2026-04-17 18:00:00,100.0,10.0,"",5,
FC Oxford,20830869,2026-04-17 18:00:00,100.0,10.0,"",I'm not sure what that is,
FC Oxford,20830869,2026-04-17 18:00:00,100.0,10.0,"",No,
FC Oxford,20830869,2026-04-17 18:00:00,100.0,10.0,"",Other special occasion,
FC Oxford,20830869,2026-04-17 18:00:00,100.0,10.0,"",Small group (1-32 guests),
FC Oxford,20830869,2026-04-17 18:00:00,100.0,10.0,"",Speed of service,
FC Oxford,20830869,2026-04-17 18:00:00,100.0,10.0,"",Word of mouth,
FC Oxford,20830869,2026-04-17 18:00:00,100.0,10.0,"",Yes,
FC Oxford,20830869,2026-04-17 18:00:00,100.0,10.0,Employ more jas’s,"",
FC Oxford,20830869,2026-04-17 18:00:00,100.0,10.0,Jas,"",
FC Oxford,20830869,2026-04-17 18:00:00,100.0,10.0,So good,10,
FC Oxford,20830869,2026-04-17 18:00:00,100.0,10.0,"So helpful, chatty and had good recommendations. Could not wish for a better girl taking care of us x",Yes,
FC Oxford,20830920,2026-04-17 15:30:00,100.0,10.0,"",5,
FC Oxford,20830920,2026-04-17 15:30:00,100.0,10.0,"",I'm not sure what that is,
FC Oxford,20830920,2026-04-17 15:30:00,100.0,10.0,"",I've been before,
FC Oxford,20830920,2026-04-17 15:30:00,100.0,10.0,"",No,
FC Oxford,20830920,2026-04-17 15:30:00,100.0,10.0,"",Small group (1-32 guests),
FC Oxford,20830920,2026-04-17 15:30:00,100.0,10.0,"",Team friendliness,
FC Oxford,20830920,2026-04-17 15:30:00,100.0,10.0,"",Word of mouth,
FC Oxford,20830920,2026-04-17 15:30:00,100.0,10.0,"",Yes,
FC Oxford,20830920,2026-04-17 15:30:00,100.0,10.0,"Amazing service, so helpful and friendly - would 💯 come back because of her",Yes,
FC Oxford,20830920,2026-04-17 15:30:00,100.0,10.0,Bell,"",
FC Oxford,20830920,2026-04-17 15:30:00,100.0,10.0,Great time as always,10,
FC Oxford,20830933,2026-04-17 18:00:00,94.4,8.0,"",5,
FC Oxford,20830933,2026-04-17 18:00:00,94.4,8.0,"",Extremely important,
FC Oxford,20830933,2026-04-17 18:00:00,94.4,8.0,"",No,
FC Oxford,20830933,2026-04-17 18:00:00,94.4,8.0,"",Small group (1-32 guests),
FC Oxford,20830933,2026-04-17 18:00:00,94.4,8.0,"",Social Media,
FC Oxford,20830933,2026-04-17 18:00:00,94.4,8.0,"",Team attentiveness,
FC Oxford,20830933,2026-04-17 18:00:00,94.4,8.0,"",Wanted to try something new,
FC Oxford,20830933,2026-04-17 18:00:00,94.4,8.0,"",Yes,
FC Oxford,20830933,2026-04-17 18:00:00,94.4,8.0,.,8,
FC Oxford,20830933,2026-04-17 18:00:00,94.4,8.0,Justin,"",
FC Oxford,20830933,2026-04-17 18:00:00,94.4,8.0,"Justin was great, he accommodated us and was very polite",Yes,
FC Oxford,20830984,2026-04-17 16:30:00,100.0,10.0,"",5,
FC Oxford,20830984,2026-04-17 16:30:00,100.0,10.0,"",Friend or colleague recommendation,
FC Oxford,20830984,2026-04-17 16:30:00,100.0,10.0,"",No,
FC Oxford,20830984,2026-04-17 16:30:00,100.0,10.0,"",Not important,
FC Oxford,20830984,2026-04-17 16:30:00,100.0,10.0,"",Small group (1-32 guests),
FC Oxford,20830984,2026-04-17 16:30:00,100.0,10.0,"",Team friendliness,
FC Oxford,20830984,2026-04-17 16:30:00,100.0,10.0,"",Word of mouth,
FC Oxford,20830984,2026-04-17 16:30:00,100.0,10.0,"",Yes,
FC Oxford,20830984,2026-04-17 16:30:00,100.0,10.0,amazing,10,
FC Oxford,20830984,2026-04-17 16:30:00,100.0,10.0,"Amazing service, can’t fault it !!",Yes,
FC Oxford,20830984,2026-04-17 16:30:00,100.0,10.0,Jas,"",
FC Oxford,20830984,2026-04-17 16:30:00,100.0,10.0,Really fun,"",
FC Oxford,20830987,2026-04-17 18:00:00,100.0,10.0,"",5,
FC Oxford,20830987,2026-04-17 18:00:00,100.0,10.0,"",Friend or colleague recommendation,
FC Oxford,20830987,2026-04-17 18:00:00,100.0,10.0,"",No,
FC Oxford,20830987,2026-04-17 18:00:00,100.0,10.0,"",Small group (1-32 guests),
FC Oxford,20830987,2026-04-17 18:00:00,100.0,10.0,"",Social Media,
FC Oxford,20830987,2026-04-17 18:00:00,100.0,10.0,"",Team friendliness,
FC Oxford,20830987,2026-04-17 18:00:00,100.0,10.0,"",Very important,
FC Oxford,20830987,2026-04-17 18:00:00,100.0,10.0,"",Yes,
FC Oxford,20830987,2026-04-17 18:00:00,100.0,10.0,Good,10,
FC Oxford,20830987,2026-04-17 18:00:00,100.0,10.0,Jas,"",
FC Oxford,20830987,2026-04-17 18:00:00,100.0,10.0,She was really sweet and kind,Yes,
FC Oxford,20831004,2026-04-17 18:00:00,100.0,10.0,"",5,
FC Oxford,20831004,2026-04-17 18:00:00,100.0,10.0,"",I'm not sure what that is,
FC Oxford,20831004,2026-04-17 18:00:00,100.0,10.0,"",I've been before,
FC Oxford,20831004,2026-04-17 18:00:00,100.0,10.0,"",No,
FC Oxford,20831004,2026-04-17 18:00:00,100.0,10.0,"",Search Engine,
FC Oxford,20831004,2026-04-17 18:00:00,100.0,10.0,"",Small group (1-32 guests),
FC Oxford,20831004,2026-04-17 18:00:00,100.0,10.0,"",Team attentiveness,
FC Oxford,20831004,2026-04-17 18:00:00,100.0,10.0,"",Yes,
FC Oxford,20831004,2026-04-17 18:00:00,100.0,10.0,Great!,10,
FC Oxford,20831004,2026-04-17 18:00:00,100.0,10.0,I won darts,"",
FC Oxford,20831004,2026-04-17 18:00:00,100.0,10.0,Jas,"",
FC Oxford,20831004,2026-04-17 18:00:00,100.0,10.0,Jas was lovely and very accommodating,Yes,
FC Oxford,20831217,2026-04-17 19:00:00,100.0,10.0,"",5,
FC Oxford,20831217,2026-04-17 19:00:00,100.0,10.0,"",Atmosphere,
FC Oxford,20831217,2026-04-17 19:00:00,100.0,10.0,"",I'm not sure what that is,
FC Oxford,20831217,2026-04-17 19:00:00,100.0,10.0,"",No,
FC Oxford,20831217,2026-04-17 19:00:00,100.0,10.0,"",Other special occasion,
FC Oxford,20831217,2026-04-17 19:00:00,100.0,10.0,"",Small group (1-32 guests),
FC Oxford,20831217,2026-04-17 19:00:00,100.0,10.0,"",Word of mouth,
FC Oxford,20831217,2026-04-17 19:00:00,100.0,10.0,"",Yes,
FC Oxford,20831217,2026-04-17 19:00:00,100.0,10.0,amazing,10,
FC Oxford,20831217,2026-04-17 19:00:00,100.0,10.0,Just amazing and staff were really helpful getting last minute darts game. Thanks.,"",
FC Oxford,20831217,2026-04-17 19:00:00,100.0,10.0,"Made a cocktail my mum really wanted, and it was incredible. Thank you.",Yes,
FC Oxford,20831217,2026-04-17 19:00:00,100.0,10.0,Skye,"",
FC Oxford,20831479,2026-04-17 20:00:00,96.8,10.0,"",4,
FC Oxford,20831479,2026-04-17 20:00:00,96.8,10.0,"",5,
FC Oxford,20831479,2026-04-17 20:00:00,96.8,10.0,"",Friend or colleague recommendation,
FC Oxford,20831479,2026-04-17 20:00:00,96.8,10.0,"",I'm not sure what that is,
FC Oxford,20831479,2026-04-17 20:00:00,96.8,10.0,"",No,
FC Oxford,20831479,2026-04-17 20:00:00,96.8,10.0,"",Small group (1-32 guests),
FC Oxford,20831479,2026-04-17 20:00:00,96.8,10.0,"",Team friendliness,
FC Oxford,20831479,2026-04-17 20:00:00,96.8,10.0,"",Word of mouth,
FC Oxford,20831479,2026-04-17 20:00:00,96.8,10.0,Jas,"",
FC Oxford,20831479,2026-04-17 20:00:00,96.8,10.0,"Nice night out with my partner, enjoying drinks and music",10,
FC Oxford,20831479,2026-04-17 20:00:00,96.8,10.0,"Very attentive, friendly and great with suggestions!",Yes,
FC Oxford,20831483,2026-04-17 19:00:00,100.0,10.0,"",5,
FC Oxford,20831483,2026-04-17 19:00:00,100.0,10.0,"",Friend or colleague recommendation,
FC Oxford,20831483,2026-04-17 19:00:00,100.0,10.0,"",I'm not sure what that is,
FC Oxford,20831483,2026-04-17 19:00:00,100.0,10.0,"",No,
FC Oxford,20831483,2026-04-17 19:00:00,100.0,10.0,"",Small group (1-32 guests),
FC Oxford,20831483,2026-04-17 19:00:00,100.0,10.0,"",Team friendliness,
FC Oxford,20831483,2026-04-17 19:00:00,100.0,10.0,"",Word of mouth,
FC Oxford,20831483,2026-04-17 19:00:00,100.0,10.0,"",Yes,
FC Oxford,20831483,2026-04-17 19:00:00,100.0,10.0,Jas,"",
FC Oxford,20831483,2026-04-17 19:00:00,100.0,10.0,Jas definitely made our experience amazing. Came from the US to do a conference in Oxford and definitely a highlight of our trip,"",
FC Oxford,20831483,2026-04-17 19:00:00,100.0,10.0,"Jas delivered standout service throughout our visit—friendly, efficient, and genuinely attentive. She kept drinks flowing without delays, checked in at just the right moments, and maintained a positive, upbeat attitude the entire time. Her ability to stay on top of everything while creating a welcoming, fun atmosphere really elevated our experience.",Yes,
FC Oxford,20831483,2026-04-17 19:00:00,100.0,10.0,"We had such a great experience at Flight Club Oxford, and a huge part of that was thanks to Jas. She was absolutely on it from the moment we sat down—super attentive, friendly, and quick with our drink orders even when things were busy.What really stood out was her energy. She brought a fun, upbeat vibe to the table that matched the atmosphere perfectly, and it genuinely made the whole experience better. Drinks came out fast, she checked in at all the right times, and made sure we were always taken care of without ever feeling intrusive.It’s not easy to balance efficiency with great customer service, but Jas nailed it. She made us feel welcome, kept things running smoothly, and added to the overall fun of the night. Definitely one of the best service experiences we’ve had—Flight Club Oxford is lucky to have her!",10,
FC Oxford,20831636,2026-04-17 07:30:00,100.0,10.0,"",5,
FC Oxford,20831636,2026-04-17 07:30:00,100.0,10.0,"",Friend or colleague recommendation,
FC Oxford,20831636,2026-04-17 07:30:00,100.0,10.0,"",I'm not sure what that is,
FC Oxford,20831636,2026-04-17 07:30:00,100.0,10.0,"",No,
FC Oxford,20831636,2026-04-17 07:30:00,100.0,10.0,"",Small group (1-32 guests),
FC Oxford,20831636,2026-04-17 07:30:00,100.0,10.0,"",Social Media,
FC Oxford,20831636,2026-04-17 07:30:00,100.0,10.0,"",Team friendliness,
FC Oxford,20831636,2026-04-17 07:30:00,100.0,10.0,"",Yes,
FC Oxford,20831636,2026-04-17 07:30:00,100.0,10.0,Jas,"",
FC Oxford,20831636,2026-04-17 07:30:00,100.0,10.0,Jas was amazing,10,
FC Oxford,20831636,2026-04-17 07:30:00,100.0,10.0,She was great,Yes,
FC Oxford,20831797,2026-04-17 19:00:00,100.0,10.0,"",5,
FC Oxford,20831797,2026-04-17 19:00:00,100.0,10.0,"",Birthday,
FC Oxford,20831797,2026-04-17 19:00:00,100.0,10.0,"",I'm not sure what that is,
FC Oxford,20831797,2026-04-17 19:00:00,100.0,10.0,"",No,
FC Oxford,20831797,2026-04-17 19:00:00,100.0,10.0,"",Small group (1-32 guests),
FC Oxford,20831797,2026-04-17 19:00:00,100.0,10.0,"",Team attentiveness,
FC Oxford,20831797,2026-04-17 19:00:00,100.0,10.0,"",Word of mouth,
FC Oxford,20831797,2026-04-17 19:00:00,100.0,10.0,"",Yes,
FC Oxford,20831797,2026-04-17 19:00:00,100.0,10.0,Good fun had by all,10,
FC Oxford,20831797,2026-04-17 19:00:00,100.0,10.0,Justin,"",
FC Oxford,20831797,2026-04-17 19:00:00,100.0,10.0,Was very patient and helpful with all our requests,Yes,
FC Oxford,20832477,2026-04-17 21:30:00,88.9,10.0,"",1,
FC Oxford,20832477,2026-04-17 21:30:00,88.9,10.0,"",5,
FC Oxford,20832477,2026-04-17 21:30:00,88.9,10.0,"",Customer behaviours,
FC Oxford,20832477,2026-04-17 21:30:00,88.9,10.0,"",I'm not sure what that is,
FC Oxford,20832477,2026-04-17 21:30:00,88.9,10.0,"",No,
FC Oxford,20832477,2026-04-17 21:30:00,88.9,10.0,"",Small group (1-32 guests),
FC Oxford,20832477,2026-04-17 21:30:00,88.9,10.0,"",Speed of service,
FC Oxford,20832477,2026-04-17 21:30:00,88.9,10.0,"",Word of mouth,
FC Oxford,20832477,2026-04-17 21:30:00,88.9,10.0,"",Work event,
FC Oxford,20832477,2026-04-17 21:30:00,88.9,10.0,"",Yes,
FC Oxford,20832477,2026-04-17 21:30:00,88.9,10.0,Lukas,"",
FC Oxford,20832477,2026-04-17 21:30:00,88.9,10.0,Lukas i would do unspeakable things to you,10,
FC Oxford,20832477,2026-04-17 21:30:00,88.9,10.0,They were beautiful,Yes,
FC Oxford,20832679,2026-04-17 21:30:00,100.0,10.0,"",5,
FC Oxford,20832679,2026-04-17 21:30:00,100.0,10.0,"",I'm not sure what that is,
FC Oxford,20832679,2026-04-17 21:30:00,100.0,10.0,"",I've been before,
FC Oxford,20832679,2026-04-17 21:30:00,100.0,10.0,"",Small group (1-32 guests),
FC Oxford,20832679,2026-04-17 21:30:00,100.0,10.0,"",Team attentiveness,
FC Oxford,20832679,2026-04-17 21:30:00,100.0,10.0,"",Word of mouth,
FC Oxford,20832679,2026-04-17 21:30:00,100.0,10.0,"",Yes,
FC Oxford,20832679,2026-04-17 21:30:00,100.0,10.0,Amazing!,"",
FC Oxford,20832679,2026-04-17 21:30:00,100.0,10.0,Best ever!,Yes,
FC Oxford,20832679,2026-04-17 21:30:00,100.0,10.0,Justine,"",
FC Oxford,20832679,2026-04-17 21:30:00,100.0,10.0,Justine was the best!!!!!,10,
FC Oxford,20832683,2026-04-17 21:30:00,100.0,10.0,"",5,
FC Oxford,20832683,2026-04-17 21:30:00,100.0,10.0,"",I'm not sure what that is,
FC Oxford,20832683,2026-04-17 21:30:00,100.0,10.0,"",I've been before,
FC Oxford,20832683,2026-04-17 21:30:00,100.0,10.0,"",No,
FC Oxford,20832683,2026-04-17 21:30:00,100.0,10.0,"",Small group (1-32 guests),
FC Oxford,20832683,2026-04-17 21:30:00,100.0,10.0,"",Team attentiveness,
FC Oxford,20832683,2026-04-17 21:30:00,100.0,10.0,"",Word of mouth,
FC Oxford,20832683,2026-04-17 21:30:00,100.0,10.0,"",Yes,
FC Oxford,20832683,2026-04-17 21:30:00,100.0,10.0,Jas,"",
FC Oxford,20832683,2026-04-17 21:30:00,100.0,10.0,Jas was amazing! She was so attentive and such a brilliant host. Thank you Jas,10,
FC Oxford,20832683,2026-04-17 21:30:00,100.0,10.0,Jas was brilliant!,"",
FC Oxford,20832683,2026-04-17 21:30:00,100.0,10.0,"Jas was so attentive, really amazing and so lovely to us!",Yes,
FC Oxford,20832819,2026-04-17 02:30:00,97.2,10.0,"",4,
FC Oxford,20832819,2026-04-17 02:30:00,97.2,10.0,"",5,
FC Oxford,20832819,2026-04-17 02:30:00,97.2,10.0,"",I'm not sure what that is,
FC Oxford,20832819,2026-04-17 02:30:00,97.2,10.0,"",No,
FC Oxford,20832819,2026-04-17 02:30:00,97.2,10.0,"",Small group (1-32 guests),
FC Oxford,20832819,2026-04-17 02:30:00,97.2,10.0,"",Speed of service,
FC Oxford,20832819,2026-04-17 02:30:00,97.2,10.0,"",Word of mouth,
FC Oxford,20832819,2026-04-17 02:30:00,97.2,10.0,"",Work event,
FC Oxford,20832819,2026-04-17 02:30:00,97.2,10.0,"",Yes,
FC Oxford,20832819,2026-04-17 02:30:00,97.2,10.0,"Friendly, helpful staff, fun games and excellent drinks!",10,
FC Oxford,20832913,2026-04-17 23:30:00,100.0,10.0,"",5,
FC Oxford,20832913,2026-04-17 23:30:00,100.0,10.0,"",Friend or colleague recommendation,
FC Oxford,20832913,2026-04-17 23:30:00,100.0,10.0,"",I'm not sure what that is,
FC Oxford,20832913,2026-04-17 23:30:00,100.0,10.0,"",No,
FC Oxford,20832913,2026-04-17 23:30:00,100.0,10.0,"",Small group (1-32 guests),
FC Oxford,20832913,2026-04-17 23:30:00,100.0,10.0,"",Social Media,
FC Oxford,20832913,2026-04-17 23:30:00,100.0,10.0,"",Team friendliness,
FC Oxford,20832913,2026-04-17 23:30:00,100.0,10.0,"",Yes,
FC Oxford,20832913,2026-04-17 23:30:00,100.0,10.0,Amazing atmosphere a,10,
FC Oxford,20832913,2026-04-17 23:30:00,100.0,10.0,Exceptional service a,Yes,
FC Oxford,20832913,2026-04-17 23:30:00,100.0,10.0,Jas,"",
FC Oxford,20832918,2026-04-17 22:30:00,97.6,10.0,"",4,
FC Oxford,20832918,2026-04-17 22:30:00,97.6,10.0,"",5,
FC Oxford,20832918,2026-04-17 22:30:00,97.6,10.0,"",I'm not sure what that is,
FC Oxford,20832918,2026-04-17 22:30:00,97.6,10.0,"",I've been before,
FC Oxford,20832918,2026-04-17 22:30:00,97.6,10.0,"",No,
FC Oxford,20832918,2026-04-17 22:30:00,97.6,10.0,"",Small group (1-32 guests),
FC Oxford,20832918,2026-04-17 22:30:00,97.6,10.0,"",Team friendliness,
FC Oxford,20832918,2026-04-17 22:30:00,97.6,10.0,"",Word of mouth,
FC Oxford,20832918,2026-04-17 22:30:00,97.6,10.0,"",Yes,
FC Oxford,20832918,2026-04-17 22:30:00,97.6,10.0,Good effort,Yes,
FC Oxford,20832918,2026-04-17 22:30:00,97.6,10.0,Jas,"",
FC Oxford,20832918,2026-04-17 22:30:00,97.6,10.0,Nice vibe lighting and energy,10,
FC Oxford,20832919,2026-04-17 23:00:00,100.0,10.0,"",5,
FC Oxford,20832919,2026-04-17 23:00:00,100.0,10.0,"",Bar,
FC Oxford,20832919,2026-04-17 23:00:00,100.0,10.0,"",I've been before,
FC Oxford,20832919,2026-04-17 23:00:00,100.0,10.0,"",No,
FC Oxford,20832919,2026-04-17 23:00:00,100.0,10.0,"",Team attentiveness,
FC Oxford,20832919,2026-04-17 23:00:00,100.0,10.0,"",Word of mouth,
FC Oxford,20832919,2026-04-17 23:00:00,100.0,10.0,"",Yes,
FC Oxford,20832919,2026-04-17 23:00:00,100.0,10.0,"","Yes, but I'd like to know more",
FC Oxford,20832919,2026-04-17 23:00:00,100.0,10.0,amazing,Yes,
FC Oxford,20832919,2026-04-17 23:00:00,100.0,10.0,Jasmine,"",
FC Oxford,20832919,2026-04-17 23:00:00,100.0,10.0,So fun,10,
FC Oxford,20832925,2026-04-17 23:30:00,100.0,10.0,"",5,
FC Oxford,20832925,2026-04-17 23:30:00,100.0,10.0,"",Extremely important,
FC Oxford,20832925,2026-04-17 23:30:00,100.0,10.0,"",Friend or colleague recommendation,
FC Oxford,20832925,2026-04-17 23:30:00,100.0,10.0,"",No,
FC Oxford,20832925,2026-04-17 23:30:00,100.0,10.0,"",Small group (1-32 guests),
FC Oxford,20832925,2026-04-17 23:30:00,100.0,10.0,"",Value for money,
FC Oxford,20832925,2026-04-17 23:30:00,100.0,10.0,"",Word of mouth,
FC Oxford,20832925,2026-04-17 23:30:00,100.0,10.0,"",Yes,
FC Oxford,20832925,2026-04-17 23:30:00,100.0,10.0,Great music and games,10,
FC Oxford,20832925,2026-04-17 23:30:00,100.0,10.0,Has was an amazing host. She went above and beyond to make sure we were comfortable. Service was incredible. She catered to allergies. Jas was the best server I’ve had,Yes,
FC Oxford,20832925,2026-04-17 23:30:00,100.0,10.0,Jas,"",
FC Oxford,20832925,2026-04-17 23:30:00,100.0,10.0,Jas was amazing,"",
FC Oxford,20832995,2026-04-17 23:00:00,100.0,10.0,"",5,
FC Oxford,20832995,2026-04-17 23:00:00,100.0,10.0,"",I've been before,
FC Oxford,20832995,2026-04-17 23:00:00,100.0,10.0,"",No,
FC Oxford,20832995,2026-04-17 23:00:00,100.0,10.0,"",Slightly important,
FC Oxford,20832995,2026-04-17 23:00:00,100.0,10.0,"",Small group (1-32 guests),
FC Oxford,20832995,2026-04-17 23:00:00,100.0,10.0,"",Team attentiveness,
FC Oxford,20832995,2026-04-17 23:00:00,100.0,10.0,"",Word of mouth,
FC Oxford,20832995,2026-04-17 23:00:00,100.0,10.0,"",Yes,
FC Oxford,20832995,2026-04-17 23:00:00,100.0,10.0,Great staff and delicious drink!!,10,
FC Oxford,20832995,2026-04-17 23:00:00,100.0,10.0,Jas,"",
FC Oxford,20832995,2026-04-17 23:00:00,100.0,10.0,"Overall perfect service, always attentive and friendly no matter how busy!!",Yes,
FC Oxford,20833129,2026-04-17 20:20:00,100.0,,"Jas delivered standout service throughout our visit—friendly, efficient, and genuinely attentive. She kept drinks flowing without delays, checked in at just the right moments, and maintained a positive, upbeat attitude the entire time. Her ability to stay on top of everything while creating a welcoming, fun atmosphere really elevated our experience.","",""
FC Oxford,20843603,2026-04-18 13:00:00,97.6,10.0,"",4,
FC Oxford,20843603,2026-04-18 13:00:00,97.6,10.0,"",5,
FC Oxford,20843603,2026-04-18 13:00:00,97.6,10.0,"",Friend or colleague recommendation,
FC Oxford,20843603,2026-04-18 13:00:00,97.6,10.0,"",Moderately important,
FC Oxford,20843603,2026-04-18 13:00:00,97.6,10.0,"",No,
FC Oxford,20843603,2026-04-18 13:00:00,97.6,10.0,"",Small group (1-32 guests),
FC Oxford,20843603,2026-04-18 13:00:00,97.6,10.0,"",Social Media,
FC Oxford,20843603,2026-04-18 13:00:00,97.6,10.0,"",Team friendliness,
FC Oxford,20843603,2026-04-18 13:00:00,97.6,10.0,"",Yes,
FC Oxford,20843603,2026-04-18 13:00:00,97.6,10.0,Brilliant,10,
FC Oxford,20843603,2026-04-18 13:00:00,97.6,10.0,Mia and Justin,"",
FC Oxford,20843603,2026-04-18 13:00:00,97.6,10.0,Mia was ensuring we had drinks and if was anything else we needed,Yes,
FC Oxford,20844016,2026-04-18 14:39:00,100.0,,Jas was a great host! ❤️,"",""
FC Oxford,20845071,2026-04-18 18:30:00,88.9,8.0,"",4,
FC Oxford,20845071,2026-04-18 18:30:00,88.9,8.0,"",5,
FC Oxford,20845071,2026-04-18 18:30:00,88.9,8.0,"",Atmosphere,
FC Oxford,20845071,2026-04-18 18:30:00,88.9,8.0,"",Birthday,
FC Oxford,20845071,2026-04-18 18:30:00,88.9,8.0,"",I'm not sure what that is,
FC Oxford,20845071,2026-04-18 18:30:00,88.9,8.0,"",No,
FC Oxford,20845071,2026-04-18 18:30:00,88.9,8.0,"",Small group (1-32 guests),
FC Oxford,20845071,2026-04-18 18:30:00,88.9,8.0,"",Word of mouth,
FC Oxford,20845071,2026-04-18 18:30:00,88.9,8.0,"",Yes,
FC Oxford,20845071,2026-04-18 18:30:00,88.9,8.0,Skye,"",
FC Oxford,20845071,2026-04-18 18:30:00,88.9,8.0,Skye makes an authentic spice margarita rather than using Tabasco,8,
FC Oxford,20845071,2026-04-18 18:30:00,88.9,8.0,Skype has made the best spicy margarita since being at slight club for the last few months,"",
FC Oxford,20845071,2026-04-18 18:30:00,88.9,8.0,They made the spicy margarita with fresh chilli rather than Tabasco which can be very vinergery. Skye makes the best spicy margaritas,Yes,
FC Oxford,20845339,2026-04-18 19:30:00,100.0,10.0,"",5,
FC Oxford,20845339,2026-04-18 19:30:00,100.0,10.0,"",Bar,
FC Oxford,20845339,2026-04-18 19:30:00,100.0,10.0,"",I'm not sure what that is,
FC Oxford,20845339,2026-04-18 19:30:00,100.0,10.0,"",No,
FC Oxford,20845339,2026-04-18 19:30:00,100.0,10.0,"",Team friendliness,
FC Oxford,20845339,2026-04-18 19:30:00,100.0,10.0,"",Wanted to try something new,
FC Oxford,20845339,2026-04-18 19:30:00,100.0,10.0,"Great service, great customer service from skye. Great cocktails",10,
FC Oxford,20845339,2026-04-18 19:30:00,100.0,10.0,"Made amazing cocktail for me and pointed my in the direction when I was iffy on what I wanted to drink, very polite and great customer service",Yes,
FC Oxford,20845339,2026-04-18 19:30:00,100.0,10.0,Skye,"",
FC Oxford,20845339,2026-04-18 19:30:00,100.0,10.0,Walked past,Other,
FC Oxford,20845642,2026-04-18 15:50:00,100.0,,Jas was great! Loved the vibes and a good time had by all!,"",""
FC Oxford,20845643,2026-04-18 15:46:00,100.0,,Had an amazing time. JAS WAS THE BEST,"",""
FC Oxford,20846768,2026-04-18 23:00:00,100.0,10.0,"",5,
FC Oxford,20846768,2026-04-18 23:00:00,100.0,10.0,"",Friend or colleague recommendation,
FC Oxford,20846768,2026-04-18 23:00:00,100.0,10.0,"",I'm not sure what that is,
FC Oxford,20846768,2026-04-18 23:00:00,100.0,10.0,"",Small group (1-32 guests),
FC Oxford,20846768,2026-04-18 23:00:00,100.0,10.0,"",Social Media,
FC Oxford,20846768,2026-04-18 23:00:00,100.0,10.0,"",Speed of service,
FC Oxford,20846768,2026-04-18 23:00:00,100.0,10.0,"",Yes,
FC Oxford,20846768,2026-04-18 23:00:00,100.0,10.0,Drinks were flowing quickly and super friendly service by everyone,10,
FC Oxford,20846768,2026-04-18 23:00:00,100.0,10.0,Just all round fab place,"",
FC Oxford,20846768,2026-04-18 23:00:00,100.0,10.0,Justin,"",
FC Oxford,20846768,2026-04-18 23:00:00,100.0,10.0,Super attentive and smiling all through service,Yes,
