Branch,Visit Id,Visit Date Time,Visit Score,Recommend Score,Area,Comments,Visit Summary,Answer,Visit Type,Visit Source,Feedback Category
FC Bristol,20359620,2026-03-13 11:00:00,93.5,10.0,Steve Beck,"",,4,Guest Survey,Other,Yes
FC Bristol,20359620,2026-03-13 11:00:00,93.5,10.0,Steve Beck,"",,5,Guest Survey,Other,Yes
FC Bristol,20359620,2026-03-13 11:00:00,93.5,10.0,Steve Beck,"",,Bar,Guest Survey,Other,Yes
FC Bristol,20359620,2026-03-13 11:00:00,93.5,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,Yes
FC Bristol,20359620,2026-03-13 11:00:00,93.5,10.0,Steve Beck,"",,No,Guest Survey,Other,Yes
FC Bristol,20359620,2026-03-13 11:00:00,93.5,10.0,Steve Beck,"",,Team friendliness,Guest Survey,Other,Yes
FC Bristol,20359620,2026-03-13 11:00:00,93.5,10.0,Steve Beck,"",,Wanted to try something new,Guest Survey,Other,Yes
FC Bristol,20359620,2026-03-13 11:00:00,93.5,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,Yes
FC Bristol,20359620,2026-03-13 11:00:00,93.5,10.0,Steve Beck,"",,Yes,Guest Survey,Other,Yes
FC Bristol,20359620,2026-03-13 11:00:00,93.5,10.0,Steve Beck,Hannah,,"",Guest Survey,Other,Yes
FC Bristol,20359620,2026-03-13 11:00:00,93.5,10.0,Steve Beck,Lovely and great service,,10,Guest Survey,Other,Yes
FC Bristol,20359620,2026-03-13 11:00:00,93.5,10.0,Steve Beck,Speedy and nice!,,Yes,Guest Survey,Other,Yes
FC Bristol,20370614,2026-03-14 11:00:00,85.4,7.0,Steve Beck,"",,3,Guest Survey,Other,Yes
FC Bristol,20370614,2026-03-14 11:00:00,85.4,7.0,Steve Beck,"",,4,Guest Survey,Other,Yes
FC Bristol,20370614,2026-03-14 11:00:00,85.4,7.0,Steve Beck,"",,5,Guest Survey,Other,Yes
FC Bristol,20370614,2026-03-14 11:00:00,85.4,7.0,Steve Beck,"",,Decor/design,Guest Survey,Other,Yes
FC Bristol,20370614,2026-03-14 11:00:00,85.4,7.0,Steve Beck,"",,Friend or colleague recommendation,Guest Survey,Other,Yes
FC Bristol,20370614,2026-03-14 11:00:00,85.4,7.0,Steve Beck,"",,Gaming,Guest Survey,Other,Yes
FC Bristol,20370614,2026-03-14 11:00:00,85.4,7.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,Yes
FC Bristol,20370614,2026-03-14 11:00:00,85.4,7.0,Steve Beck,"",,No,Guest Survey,Other,Yes
FC Bristol,20370614,2026-03-14 11:00:00,85.4,7.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,Yes
FC Bristol,20370614,2026-03-14 11:00:00,85.4,7.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,Yes
FC Bristol,20370614,2026-03-14 11:00:00,85.4,7.0,Steve Beck,"",,Yes,Guest Survey,Other,Yes
FC Bristol,20370614,2026-03-14 11:00:00,85.4,7.0,Steve Beck,Bella,,"",Guest Survey,Other,Yes
FC Bristol,20370614,2026-03-14 11:00:00,85.4,7.0,Steve Beck,"Easy booking process, friendly staff",,7,Guest Survey,Other,Yes
FC Bristol,20370614,2026-03-14 11:00:00,85.4,7.0,Steve Beck,Gave us an extra 45 minutes to play darts.,,Yes,Guest Survey,Other,Yes
FC Bristol,20370771,2026-03-14 12:00:00,94.4,9.0,Steve Beck,"",,4,Guest Survey,Other,No
FC Bristol,20370771,2026-03-14 12:00:00,94.4,9.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Bristol,20370771,2026-03-14 12:00:00,94.4,9.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Bristol,20370771,2026-03-14 12:00:00,94.4,9.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Bristol,20370771,2026-03-14 12:00:00,94.4,9.0,Steve Beck,"",,Other special occasion,Guest Survey,Other,No
FC Bristol,20370771,2026-03-14 12:00:00,94.4,9.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,No
FC Bristol,20370771,2026-03-14 12:00:00,94.4,9.0,Steve Beck,"",,Social Media,Guest Survey,Other,No
FC Bristol,20370771,2026-03-14 12:00:00,94.4,9.0,Steve Beck,"",,Team friendliness,Guest Survey,Other,No
FC Bristol,20370771,2026-03-14 12:00:00,94.4,9.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Bristol,20370771,2026-03-14 12:00:00,94.4,9.0,Steve Beck,Bella,,"",Guest Survey,Other,No
FC Bristol,20370771,2026-03-14 12:00:00,94.4,9.0,Steve Beck,No,,"",Guest Survey,Other,No
FC Bristol,20370771,2026-03-14 12:00:00,94.4,9.0,Steve Beck,Thanks,,9,Guest Survey,Other,No
FC Bristol,20371325,2026-03-14 13:30:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,Yes
FC Bristol,20371325,2026-03-14 13:30:00,100.0,10.0,Steve Beck,"",,Gaming,Guest Survey,Other,Yes
FC Bristol,20371325,2026-03-14 13:30:00,100.0,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,Yes
FC Bristol,20371325,2026-03-14 13:30:00,100.0,10.0,Steve Beck,"",,I've been before,Guest Survey,Other,Yes
FC Bristol,20371325,2026-03-14 13:30:00,100.0,10.0,Steve Beck,"",,No,Guest Survey,Other,Yes
FC Bristol,20371325,2026-03-14 13:30:00,100.0,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,Yes
FC Bristol,20371325,2026-03-14 13:30:00,100.0,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,Yes
FC Bristol,20371325,2026-03-14 13:30:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,Yes
FC Bristol,20371325,2026-03-14 13:30:00,100.0,10.0,Steve Beck,Always fun!,,10,Guest Survey,Other,Yes
FC Bristol,20371325,2026-03-14 13:30:00,100.0,10.0,Steve Beck,Bella,,"",Guest Survey,Other,Yes
FC Bristol,20371325,2026-03-14 13:30:00,100.0,10.0,Steve Beck,Very friendly and helpful,,Yes,Guest Survey,Other,Yes
FC Bristol,20373708,2026-03-14 20:00:00,87.8,10.0,Steve Beck,"",,3,Guest Survey,Other,Yes
FC Bristol,20373708,2026-03-14 20:00:00,87.8,10.0,Steve Beck,"",,4,Guest Survey,Other,Yes
FC Bristol,20373708,2026-03-14 20:00:00,87.8,10.0,Steve Beck,"",,5,Guest Survey,Other,Yes
FC Bristol,20373708,2026-03-14 20:00:00,87.8,10.0,Steve Beck,"",,Bar,Guest Survey,Other,Yes
FC Bristol,20373708,2026-03-14 20:00:00,87.8,10.0,Steve Beck,"",,I've been before,Guest Survey,Other,Yes
FC Bristol,20373708,2026-03-14 20:00:00,87.8,10.0,Steve Beck,"",,No,Guest Survey,Other,Yes
FC Bristol,20373708,2026-03-14 20:00:00,87.8,10.0,Steve Beck,"",,Quality of service provided,Guest Survey,Other,Yes
FC Bristol,20373708,2026-03-14 20:00:00,87.8,10.0,Steve Beck,"",,Slightly important,Guest Survey,Other,Yes
FC Bristol,20373708,2026-03-14 20:00:00,87.8,10.0,Steve Beck,"",,Speed of service,Guest Survey,Other,Yes
FC Bristol,20373708,2026-03-14 20:00:00,87.8,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,Yes
FC Bristol,20373708,2026-03-14 20:00:00,87.8,10.0,Steve Beck,"",,Yes,Guest Survey,Other,Yes
FC Bristol,20373708,2026-03-14 20:00:00,87.8,10.0,Steve Beck,Bella,,"",Guest Survey,Other,Yes
FC Bristol,20373708,2026-03-14 20:00:00,87.8,10.0,Steve Beck,"Bella was really friendly and helpful, her smile was contagious and made us feel welcome, service was instant.",,Yes,Guest Survey,Other,Yes
FC Bristol,20373708,2026-03-14 20:00:00,87.8,10.0,Steve Beck,Nice food and drinks,,10,Guest Survey,Other,Yes
FC Bristol,20379870,2026-03-14 18:00:00,97.6,10.0,Steve Beck,"",,4,Guest Survey,Reservation,Yes
FC Bristol,20379870,2026-03-14 18:00:00,97.6,10.0,Steve Beck,"",,5,Guest Survey,Reservation,Yes
FC Bristol,20379870,2026-03-14 18:00:00,97.6,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Reservation,Yes
FC Bristol,20379870,2026-03-14 18:00:00,97.6,10.0,Steve Beck,"",,No,Guest Survey,Reservation,Yes
FC Bristol,20379870,2026-03-14 18:00:00,97.6,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Reservation,Yes
FC Bristol,20379870,2026-03-14 18:00:00,97.6,10.0,Steve Beck,"",,Social Media,Guest Survey,Reservation,Yes
FC Bristol,20379870,2026-03-14 18:00:00,97.6,10.0,Steve Beck,"",,Team friendliness,Guest Survey,Reservation,Yes
FC Bristol,20379870,2026-03-14 18:00:00,97.6,10.0,Steve Beck,"",,Wanted to try something new,Guest Survey,Reservation,Yes
FC Bristol,20379870,2026-03-14 18:00:00,97.6,10.0,Steve Beck,"",,Yes,Guest Survey,Reservation,Yes
FC Bristol,20379870,2026-03-14 18:00:00,97.6,10.0,Steve Beck,"Loved this the whole group enjoy it! Great atmosphere! Would defiantly come again! Even gave us an extra half an hour to finish our game! Thank you, perfect birthday celebrations! X",,10,Guest Survey,Reservation,Yes
FC Bristol,20379870,2026-03-14 18:00:00,97.6,10.0,Steve Beck,Really enjoyed this the whole group of us! Even have us an extra half an hour to finish our game! Would come again! Thank you! The perfect birthday celebrations! X,,"",Guest Survey,Reservation,Yes
FC Bristol,20404677,2026-03-16 19:42:00,100.0,,Steve Beck,"Such a fun night out and the food is surprisingly good! I expected just fairly run of the mill bar food to accompany the darts, but it’s really delicious and generous.The games are great fun, everyone enjoyed it and the variety kept everyone engaged. Recommended","","",Social Review,Google,
FC Bristol,20412158,2026-03-16 11:30:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Reservation,No
FC Bristol,20412158,2026-03-16 11:30:00,100.0,10.0,Steve Beck,"",,Atmosphere,Guest Survey,Reservation,No
FC Bristol,20412158,2026-03-16 11:30:00,100.0,10.0,Steve Beck,"",,Extremely important,Guest Survey,Reservation,No
FC Bristol,20412158,2026-03-16 11:30:00,100.0,10.0,Steve Beck,"",,Friend or colleague recommendation,Guest Survey,Reservation,No
FC Bristol,20412158,2026-03-16 11:30:00,100.0,10.0,Steve Beck,"",,No,Guest Survey,Reservation,No
FC Bristol,20412158,2026-03-16 11:30:00,100.0,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Reservation,No
FC Bristol,20412158,2026-03-16 11:30:00,100.0,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Reservation,No
FC Bristol,20412158,2026-03-16 11:30:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Reservation,No
FC Bristol,20412158,2026-03-16 11:30:00,100.0,10.0,Steve Beck,Kaye,,"",Guest Survey,Reservation,No
FC Bristol,20412158,2026-03-16 11:30:00,100.0,10.0,Steve Beck,Kaye (I hope this is how you spell their name- they had long black hair) was very kind and explained things well and was attentive thank you,,Yes,Guest Survey,Reservation,No
FC Bristol,20412158,2026-03-16 11:30:00,100.0,10.0,Steve Beck,"Thank you so much we had a lovely time, Kaye who welcomed up us was attentive, friendly and explained this well- thank you!",,10,Guest Survey,Reservation,No
FC Bristol,20412158,2026-03-16 11:30:00,100.0,10.0,Steve Beck,Thank you!,,"",Guest Survey,Reservation,No
FC Bristol,20413752,2026-03-17 13:30:00,90.2,10.0,Steve Beck,"",,4,Guest Survey,Other,No
FC Bristol,20413752,2026-03-17 13:30:00,90.2,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Bristol,20413752,2026-03-17 13:30:00,90.2,10.0,Steve Beck,"",,Brunch,Guest Survey,Other,No
FC Bristol,20413752,2026-03-17 13:30:00,90.2,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Bristol,20413752,2026-03-17 13:30:00,90.2,10.0,Steve Beck,"",,I've been before,Guest Survey,Other,No
FC Bristol,20413752,2026-03-17 13:30:00,90.2,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Bristol,20413752,2026-03-17 13:30:00,90.2,10.0,Steve Beck,"",,Team friendliness,Guest Survey,Other,No
FC Bristol,20413752,2026-03-17 13:30:00,90.2,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,No
FC Bristol,20413752,2026-03-17 13:30:00,90.2,10.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Bristol,20413752,2026-03-17 13:30:00,90.2,10.0,Steve Beck,Great day thanks!,,10,Guest Survey,Other,No
FC Bristol,20413752,2026-03-17 13:30:00,90.2,10.0,Steve Beck,Jake,,"",Guest Survey,Other,No
FC Bristol,20413752,2026-03-17 13:30:00,90.2,10.0,Steve Beck,Really attentive and friendly,,Yes,Guest Survey,Other,No
FC Bristol,20414929,2026-03-17 18:30:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Bristol,20414929,2026-03-17 18:30:00,100.0,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Bristol,20414929,2026-03-17 18:30:00,100.0,10.0,Steve Beck,"",,I've been before,Guest Survey,Other,No
FC Bristol,20414929,2026-03-17 18:30:00,100.0,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Bristol,20414929,2026-03-17 18:30:00,100.0,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,No
FC Bristol,20414929,2026-03-17 18:30:00,100.0,10.0,Steve Beck,"",,Team friendliness,Guest Survey,Other,No
FC Bristol,20414929,2026-03-17 18:30:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Bristol,20414929,2026-03-17 18:30:00,100.0,10.0,Steve Beck,Been a few times,,Other,Guest Survey,Other,No
FC Bristol,20414929,2026-03-17 18:30:00,100.0,10.0,Steve Beck,Bella,,"",Guest Survey,Other,No
FC Bristol,20414929,2026-03-17 18:30:00,100.0,10.0,Steve Beck,Bella was super friendly and helpful she had a lovely smile 😊,,Yes,Guest Survey,Other,No
FC Bristol,20414929,2026-03-17 18:30:00,100.0,10.0,Steve Beck,Fab evening out with the family,,"",Guest Survey,Other,No
FC Bristol,20414929,2026-03-17 18:30:00,100.0,10.0,Steve Beck,Perfect👌,,10,Guest Survey,Other,No
FC Bristol,20414988,2026-03-17 19:00:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,Yes
FC Bristol,20414988,2026-03-17 19:00:00,100.0,10.0,Steve Beck,"",,Moderately important,Guest Survey,Other,Yes
FC Bristol,20414988,2026-03-17 19:00:00,100.0,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,Yes
FC Bristol,20414988,2026-03-17 19:00:00,100.0,10.0,Steve Beck,"",,Social Media,Guest Survey,Other,Yes
FC Bristol,20414988,2026-03-17 19:00:00,100.0,10.0,Steve Beck,"",,Team attentiveness,Guest Survey,Other,Yes
FC Bristol,20414988,2026-03-17 19:00:00,100.0,10.0,Steve Beck,"",,Wanted to try something new,Guest Survey,Other,Yes
FC Bristol,20414988,2026-03-17 19:00:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,Yes
FC Bristol,20414988,2026-03-17 19:00:00,100.0,10.0,Steve Beck,Bella,,"",Guest Survey,Other,Yes
FC Bristol,20414988,2026-03-17 19:00:00,100.0,10.0,Steve Beck,Bella was fantastic. A great host. It was our first time visiting Flight Club and we thoroughly enjoyed. Hope to be back soon.,,10,Guest Survey,Other,Yes
FC Bristol,20414988,2026-03-17 19:00:00,100.0,10.0,Steve Beck,Bella was fantastic. A great host. Really attentive and explained everything to us thoroughly.,,Yes,Guest Survey,Other,Yes
FC Bristol,20415917,2026-03-17 22:30:00,94.4,10.0,Steve Beck,"",,"",Guest Survey,Other,No
FC Bristol,20415917,2026-03-17 22:30:00,94.4,10.0,Steve Beck,"",,4,Guest Survey,Other,No
FC Bristol,20415917,2026-03-17 22:30:00,94.4,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Bristol,20415917,2026-03-17 22:30:00,94.4,10.0,Steve Beck,"",,Gaming,Guest Survey,Other,No
FC Bristol,20415917,2026-03-17 22:30:00,94.4,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Bristol,20415917,2026-03-17 22:30:00,94.4,10.0,Steve Beck,"",,I've been before,Guest Survey,Other,No
FC Bristol,20415917,2026-03-17 22:30:00,94.4,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Bristol,20415917,2026-03-17 22:30:00,94.4,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,No
FC Bristol,20415917,2026-03-17 22:30:00,94.4,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,No
FC Bristol,20415917,2026-03-17 22:30:00,94.4,10.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Bristol,20415917,2026-03-17 22:30:00,94.4,10.0,Steve Beck,Bella,,"",Guest Survey,Other,No
FC Bristol,20415917,2026-03-17 22:30:00,94.4,10.0,Steve Beck,The team were also very friendly,,10,Guest Survey,Other,No
FC Bristol,20415917,2026-03-17 22:30:00,94.4,10.0,Steve Beck,Was very accommodating and ensured we had the best time possible,,Yes,Guest Survey,Other,No
FC Bristol,20416204,2026-03-17 20:24:00,100.0,,Steve Beck,Bella was fantastic. A great host. It was our first time visiting Flight Club and we thoroughly enjoyed. Hope to be back soon.,"","",Social Review,Google,
FC Bristol,20424984,2026-03-17 17:00:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Bristol,20424984,2026-03-17 17:00:00,100.0,10.0,Steve Beck,"",,Extremely important,Guest Survey,Other,No
FC Bristol,20424984,2026-03-17 17:00:00,100.0,10.0,Steve Beck,"",,Friend or colleague recommendation,Guest Survey,Other,No
FC Bristol,20424984,2026-03-17 17:00:00,100.0,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Bristol,20424984,2026-03-17 17:00:00,100.0,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,No
FC Bristol,20424984,2026-03-17 17:00:00,100.0,10.0,Steve Beck,"",,Team friendliness,Guest Survey,Other,No
FC Bristol,20424984,2026-03-17 17:00:00,100.0,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,No
FC Bristol,20424984,2026-03-17 17:00:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Bristol,20424984,2026-03-17 17:00:00,100.0,10.0,Steve Beck,Had drinks and darts,,10,Guest Survey,Other,No
FC Bristol,20424984,2026-03-17 17:00:00,100.0,10.0,Steve Beck,Kaye,,"",Guest Survey,Other,No
FC Bristol,20424984,2026-03-17 17:00:00,100.0,10.0,Steve Beck,Very friendly and helped with drink recommendations,,Yes,Guest Survey,Other,No
FC Bristol,20427003,2026-03-18 21:30:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,Yes
FC Bristol,20427003,2026-03-18 21:30:00,100.0,10.0,Steve Beck,"",,Friend or colleague recommendation,Guest Survey,Other,Yes
FC Bristol,20427003,2026-03-18 21:30:00,100.0,10.0,Steve Beck,"",,Search Engine,Guest Survey,Other,Yes
FC Bristol,20427003,2026-03-18 21:30:00,100.0,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,Yes
FC Bristol,20427003,2026-03-18 21:30:00,100.0,10.0,Steve Beck,"",,Team friendliness,Guest Survey,Other,Yes
FC Bristol,20427003,2026-03-18 21:30:00,100.0,10.0,Steve Beck,"",,Very important,Guest Survey,Other,Yes
FC Bristol,20427003,2026-03-18 21:30:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,Yes
FC Bristol,20427003,2026-03-18 21:30:00,100.0,10.0,Steve Beck,Nope,,"",Guest Survey,Other,Yes
FC Bristol,20427003,2026-03-18 21:30:00,100.0,10.0,Steve Beck,Roland,,"",Guest Survey,Other,Yes
FC Bristol,20427003,2026-03-18 21:30:00,100.0,10.0,Steve Beck,"Roland was amazing, that man deserves a raise!",,10,Guest Survey,Other,Yes
FC Bristol,20427003,2026-03-18 21:30:00,100.0,10.0,Steve Beck,"So friendly, so quick to refill our drinks, such a contribution to the brand!",,Yes,Guest Survey,Other,Yes
FC Bristol,20437726,2026-03-19 18:07:00,100.0,,Steve Beck,Was a great night all enjoyed. Good choice of games to try out. Service was great,"","",Social Review,Google,
FC Bristol,20438751,2026-03-19 19:21:00,100.0,,Steve Beck,Great fun venue.  Plenty of time allowed for games.,"","",Social Review,Design My Night,
FC Bristol,20462002,2026-03-21 16:51:00,100.0,,Steve Beck,"The staff were all incredibly sound, Hannah was a great MC.","","",Social Review,Google,
FC Bristol,20474619,2026-03-22 15:30:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,Yes
FC Bristol,20474619,2026-03-22 15:30:00,100.0,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,Yes
FC Bristol,20474619,2026-03-22 15:30:00,100.0,10.0,Steve Beck,"",,I've been before,Guest Survey,Other,Yes
FC Bristol,20474619,2026-03-22 15:30:00,100.0,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,Yes
FC Bristol,20474619,2026-03-22 15:30:00,100.0,10.0,Steve Beck,"",,Team friendliness,Guest Survey,Other,Yes
FC Bristol,20474619,2026-03-22 15:30:00,100.0,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,Yes
FC Bristol,20474619,2026-03-22 15:30:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,Yes
FC Bristol,20474619,2026-03-22 15:30:00,100.0,10.0,Steve Beck,Hannah and emily,,"",Guest Survey,Other,Yes
FC Bristol,20474619,2026-03-22 15:30:00,100.0,10.0,Steve Beck,Hannah and emily were great,,Yes,Guest Survey,Other,Yes
FC Bristol,20474619,2026-03-22 15:30:00,100.0,10.0,Steve Beck,They were very welcoming and friendly,,10,Guest Survey,Other,Yes
FC Bristol,20474626,2026-03-22 16:30:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Bristol,20474626,2026-03-22 16:30:00,100.0,10.0,Steve Beck,"",,Friend or colleague recommendation,Guest Survey,Other,No
FC Bristol,20474626,2026-03-22 16:30:00,100.0,10.0,Steve Beck,"",,I'm not sure what that is,Guest Survey,Other,No
FC Bristol,20474626,2026-03-22 16:30:00,100.0,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Bristol,20474626,2026-03-22 16:30:00,100.0,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,No
FC Bristol,20474626,2026-03-22 16:30:00,100.0,10.0,Steve Beck,"",,Team friendliness,Guest Survey,Other,No
FC Bristol,20474626,2026-03-22 16:30:00,100.0,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,No
FC Bristol,20474626,2026-03-22 16:30:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Bristol,20474626,2026-03-22 16:30:00,100.0,10.0,Steve Beck,Em,,"",Guest Survey,Other,No
FC Bristol,20474626,2026-03-22 16:30:00,100.0,10.0,Steve Beck,Em was very lovely,,Yes,Guest Survey,Other,No
FC Bristol,20474626,2026-03-22 16:30:00,100.0,10.0,Steve Beck,Lovely time,,10,Guest Survey,Other,No
FC Bristol,20474626,2026-03-22 16:30:00,100.0,10.0,Steve Beck,No,,"",Guest Survey,Other,No
FC Bristol,20474652,2026-03-22 13:30:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,Yes
FC Bristol,20474652,2026-03-22 13:30:00,100.0,10.0,Steve Beck,"",,Bar,Guest Survey,Other,Yes
FC Bristol,20474652,2026-03-22 13:30:00,100.0,10.0,Steve Beck,"",,Extremely important,Guest Survey,Other,Yes
FC Bristol,20474652,2026-03-22 13:30:00,100.0,10.0,Steve Beck,"",,I've been before,Guest Survey,Other,Yes
FC Bristol,20474652,2026-03-22 13:30:00,100.0,10.0,Steve Beck,"",,Quality of food and drink,Guest Survey,Other,Yes
FC Bristol,20474652,2026-03-22 13:30:00,100.0,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,Yes
FC Bristol,20474652,2026-03-22 13:30:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,Yes
FC Bristol,20474652,2026-03-22 13:30:00,100.0,10.0,Steve Beck,"Food was brill, drinks were fab",,10,Guest Survey,Other,Yes
FC Bristol,20474652,2026-03-22 13:30:00,100.0,10.0,Steve Beck,James,,"",Guest Survey,Other,Yes
FC Bristol,20474652,2026-03-22 13:30:00,100.0,10.0,Steve Beck,James was awesome! Really cool guy!,,Yes,Guest Survey,Other,Yes
FC Bristol,20490611,2026-03-23 20:30:00,100.0,10.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Bristol,20490611,2026-03-23 20:30:00,100.0,10.0,Steve Beck,"",,Atmosphere,Guest Survey,Other,No
FC Bristol,20490611,2026-03-23 20:30:00,100.0,10.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Bristol,20490611,2026-03-23 20:30:00,100.0,10.0,Steve Beck,"",,Other special occasion,Guest Survey,Other,No
FC Bristol,20490611,2026-03-23 20:30:00,100.0,10.0,Steve Beck,"",,Slightly important,Guest Survey,Other,No
FC Bristol,20490611,2026-03-23 20:30:00,100.0,10.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,No
FC Bristol,20490611,2026-03-23 20:30:00,100.0,10.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,No
FC Bristol,20490611,2026-03-23 20:30:00,100.0,10.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Bristol,20490611,2026-03-23 20:30:00,100.0,10.0,Steve Beck,Nat,,"",Guest Survey,Other,No
FC Bristol,20490611,2026-03-23 20:30:00,100.0,10.0,Steve Beck,"Served us amazingly, such great service and attitude. Gave amazing recommendations of drinks. Loved them all",,Yes,Guest Survey,Other,No
FC Bristol,20490611,2026-03-23 20:30:00,100.0,10.0,Steve Beck,"Was a great atmosphere, incredibly chill and good vibes. Had a blast catching up with old friends",,10,Guest Survey,Other,No
FC Bristol,20490614,2026-03-23 22:00:00,94.4,9.0,Steve Beck,"",,4,Guest Survey,Other,No
FC Bristol,20490614,2026-03-23 22:00:00,94.4,9.0,Steve Beck,"",,5,Guest Survey,Other,No
FC Bristol,20490614,2026-03-23 22:00:00,94.4,9.0,Steve Beck,"",,Friend or colleague recommendation,Guest Survey,Other,No
FC Bristol,20490614,2026-03-23 22:00:00,94.4,9.0,Steve Beck,"",,No,Guest Survey,Other,No
FC Bristol,20490614,2026-03-23 22:00:00,94.4,9.0,Steve Beck,"",,Small group (1-32 guests),Guest Survey,Other,No
FC Bristol,20490614,2026-03-23 22:00:00,94.4,9.0,Steve Beck,"",,Team friendliness,Guest Survey,Other,No
FC Bristol,20490614,2026-03-23 22:00:00,94.4,9.0,Steve Beck,"",,Very important,Guest Survey,Other,No
FC Bristol,20490614,2026-03-23 22:00:00,94.4,9.0,Steve Beck,"",,Word of mouth,Guest Survey,Other,No
FC Bristol,20490614,2026-03-23 22:00:00,94.4,9.0,Steve Beck,"",,Yes,Guest Survey,Other,No
FC Bristol,20490614,2026-03-23 22:00:00,94.4,9.0,Steve Beck,Natalie and andrew,,"",Guest Survey,Other,No
FC Bristol,20490614,2026-03-23 22:00:00,94.4,9.0,Steve Beck,"Super friendly service with great knowledge to any of my questions, they we’re professional and happy to help",,Yes,Guest Survey,Other,No
FC Bristol,20490614,2026-03-23 22:00:00,94.4,9.0,Steve Beck,The atmosphere and friendliness was amazing,,9,Guest Survey,Other,No
FC Bristol,20490614,2026-03-23 22:00:00,94.4,9.0,Steve Beck,The vibe was amazing and the games were fun,,"",Guest Survey,Other,No
FC Bristol,20501971,2026-03-24 21:00:00,94.4,9.0,Steve Beck,"",,4,Guest Survey,Other,No
